row_label_raw,row_label_full,Hệ thống cấp nước và xử lý nước thải thuộc Khu công nghiệp Nam Sơn Hạp Lĩnh,Số cuối năm > 110.470.318.853,Đơn vị tính: VND > Số đầu năm > 78.851.668.712,numeric__Số cuối năm > 110.470.318.853,numeric__Đơn vị tính: VND > Số đầu năm > 78.851.668.712
Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,Nhà máy xử lý nước thải khu công nghiệp Quế Võ mở rộng,27.761.295.851,-,27761295851.0,
Nhà máy Nhiệt điện Bắc Giang,Nhà máy Nhiệt điện Bắc Giang,Nhà máy Nhiệt điện Bắc Giang,3.116.503.893,3.116.503.893,3116503893.0,3116503893.0
Khu Ngoại giao đoàn Hà Nội,Khu Ngoại giao đoàn Hà Nội,Khu Ngoại giao đoàn Hà Nội,1.355.116.818,1.355.116.818,1355116818.0,1355116818.0
Khu công nghiệp Quế Võ hiện hữu,Khu công nghiệp Quế Võ hiện hữu,Khu công nghiệp Quế Võ hiện hữu,-,1.367.714.545,,1367714545.0
Dự án khác,Dự án khác,Dự án khác,3.722.453.736,3.326.950.550,3722453736.0,3326950550.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,146.425.689.151,88.017.954.518,146425689151.0,88017954518.0
