row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả nhận chuyển nhượng vốn góp (i),Ngắn hạn > Phải trả nhận chuyển nhượng vốn góp (i),Phải trả nhận chuyển nhượng vốn góp (i),1.804.868.000.000,1.804.868.000.000,1804868000000.0,1804868000000.0
Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản (ii),Ngắn hạn > Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản (ii),Nhận đặt cọc thực hiện nghĩa vụ hợp đồng của các dự án bắt động sản (ii),541.304.174.445,531.548.137.150,541304174445.0,531548137150.0
Nhận đặt cọc cho thuê đất tại Khu Công nghiệp Nam Sơn Hạp Lĩnh,Ngắn hạn > Nhận đặt cọc cho thuê đất tại Khu Công nghiệp Nam Sơn Hạp Lĩnh,Nhận đặt cọc cho thuê đất tại Khu Công nghiệp Nam Sơn Hạp Lĩnh,182.725.282.414,-,182725282414.0,
Phải trả tiền cổ tức,Ngắn hạn > Phải trả tiền cổ tức,Phải trả tiền cổ tức,1.565.772.950,1.574.632.950,1565772950.0,1574632950.0
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,7.082.115.477,6.603.267.882,7082115477.0,6603267882.0
Phải trả khác bên liên quan(Thuyết minh số 29),Ngắn hạn > Phải trả khác bên liên quan(Thuyết minh số 29),Phải trả khác bên liên quan(Thuyết minh số 29),858.000.000,858.000.000,858000000.0,858000000.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.538.403.345.286,2.345.452.037.982,2538403345286.0,2345452037982.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Các khoản đặt cọc khác,Dài hạn > Các khoản đặt cọc khác,Các khoản đặt cọc khác,6.422.776.559,6.422.776.559,6422776559.0,6422776559.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,6.422.776.559,6.422.776.559,6422776559.0,6422776559.0
