row_label_raw,row_label_full,Công ty TNHH SLP Park Nam Sơn Hạp Lĩnh,Số cuối năm > 22.510.489.604,Đơn vị tính: VND > Số đầu năm > 180.083.916.831,numeric__Số cuối năm > 22.510.489.604,numeric__Đơn vị tính: VND > Số đầu năm > 180.083.916.831
Phải thu khách hàng mua nhà Khu đỏ thị Phúc Ninh,Phải thu khách hàng mua nhà Khu đỏ thị Phúc Ninh,Phải thu khách hàng mua nhà Khu đỏ thị Phúc Ninh,5.876.437.900,5.876.437.900,5876437900.0,5876437900.0
Công ty TNHH Công nghệ Kỹ thuật cao Hi- P Việt Nam,Công ty TNHH Công nghệ Kỹ thuật cao Hi- P Việt Nam,Công ty TNHH Công nghệ Kỹ thuật cao Hi- P Việt Nam,-,172.313.059.320,,172313059320.0
Công ty Cổ phần Phát triển Công nghiệp Kim Tín Bắc Ninh,Công ty Cổ phần Phát triển Công nghiệp Kim Tín Bắc Ninh,Công ty Cổ phần Phát triển Công nghiệp Kim Tín Bắc Ninh,-,79.928.650.000,,79928650000.0
Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,-,47.897.423.588,,47897423588.0
Công ty TNHH Sản xuất Thương mại Dịch vụ Linh kiện điện tử Agnes,Công ty TNHH Sản xuất Thương mại Dịch vụ Linh kiện điện tử Agnes,Công ty TNHH Sản xuất Thương mại Dịch vụ Linh kiện điện tử Agnes,-,66.000.000.000,,66000000000.0
Phải thu từ các khách hàng khác,Phải thu từ các khách hàng khác,Phải thu từ các khách hàng khác,128.797.609.646,130.198.853.228,128797609646.0,130198853228.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,157.184.537.150,682.298.340.867,157184537150.0,682298340867.0
Dự phòng phải thu khách hàng ngắn hạn khó đòi,Dự phòng phải thu khách hàng ngắn hạn khó đòi,Dự phòng phải thu khách hàng ngắn hạn khó đòi,6.833.980.650,6.833.980.650,6833980650.0,6833980650.0
