row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.064.136.802.562,927.840.400.057,1064136802562.0,927840400057.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,(202.579.458.459),11.507.663.276,-202579458459.0,11507663276.0
- Chi phí dự phòng chứng khoán chưa niêm yết ký này,- Chi phí dự phòng chứng khoán chưa niêm yết ký này,- Chi phí dự phòng chứng khoán chưa niêm yết ký này,40.956.993.400,402.058.826.278,40956993400.0,402058826278.0
- Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,- Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,- Dự phòng giá trị đầu tư nhận hoàn vốn theo tiến độ,49.994.489.716,-,49994489716.0,
- Các chi phí không khấu trừ thuế,- Các chi phí không khấu trừ thuế,- Các chi phí không khấu trừ thuế,442.378.600,888.017.917,442378600.0,888017917.0
- Chi phí khấu trừ thuế năm sau,- Chi phí khấu trừ thuế năm sau,- Chi phí khấu trừ thuế năm sau,(945.071.681),-,-945071681.0,
- Lợi nhuận chưa thực hiện bị loại trừ khi hợp nhất báo cáo tài chính,- Lợi nhuận chưa thực hiện bị loại trừ khi hợp nhất báo cáo tài chính,- Lợi nhuận chưa thực hiện bị loại trừ khi hợp nhất báo cáo tài chính,28.291.257.836,-,28291257836.0,
- Thanh lý cổ phiếu công ty liên kết trên báo cáo tài chính hợp nhất,- Thanh lý cổ phiếu công ty liên kết trên báo cáo tài chính hợp nhất,- Thanh lý cổ phiếu công ty liên kết trên báo cáo tài chính hợp nhất,51.403.634.635,(49.626.798),51403634635.0,-49626798.0
- (Hoàn nhập)/trích lập dự phòng các khoản đầu tư vào công ty liên kết cho mục đích hợp nhất,- (Hoàn nhập)/trích lập dự phòng các khoản đầu tư vào công ty liên kết cho mục đích hợp nhất,- (Hoàn nhập)/trích lập dự phòng các khoản đầu tư vào công ty liên kết cho mục đích hợp nhất,54.760.416.789,(9.568.081.282),54760416789.0,-9568081282.0
- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(47.233.988.765),(54.047.547.505),-47233988765.0,-54047547505.0
- Lợi nhuận từ công ty liên kết (*),- Lợi nhuận từ công ty liên kết (*),- Lợi nhuận từ công ty liên kết (*),(54.964.787.658),(14.267.004.784),-54964787658.0,-14267004784.0
- Cổ tức không chịu thuế,- Cổ tức không chịu thuế,- Cổ tức không chịu thuế,(58.882.634.250),(83.115.566.025),-58882634250.0,-83115566025.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đã trích lập trong các năm trước,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đã trích lập trong các năm trước,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đã trích lập trong các năm trước,(402.058.826.278),(230.391.354.525),-402058826278.0,-230391354525.0
- Chênh lệch tạm thời tính thuế năm 2015,- Chênh lệch tạm thời tính thuế năm 2015,- Chênh lệch tạm thời tính thuế năm 2015,135.656.679.197,-,135656679197.0,
Thu nhập chịu thuế ước tính ký hiện hành,Thu nhập chịu thuế ước tính ký hiện hành,Thu nhập chịu thuế ước tính ký hiện hành,861.557.344.103,939.348.063.334,861557344103.0,939348063334.0
Thuế suất thuế TNDN,Thuế suất thuế TNDN,Thuế suất thuế TNDN,22%,22%,0.22,0.22
Thuế TNDN phải trả ước tính của Công ty mẹ,Thuế TNDN phải trả ước tính của Công ty mẹ,Thuế TNDN phải trả ước tính của Công ty mẹ,189.542.615.702,206.656.573.933,189542615702.0,206656573933.0
Thuế TNDN phải trả của công ty con,Thuế TNDN phải trả của công ty con,Thuế TNDN phải trả của công ty con,12.260.958.527,11.931.354.581,12260958527.0,11931354581.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,201.803.574.229,218.587.928.515,201803574229.0,218587928515.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,23.038.276.709,26.987.387.074,23038276709.0,26987387074.0
Điều chỉnh tăng thuế TNDN theo quyết toán thuế,Điều chỉnh tăng thuế TNDN theo quyết toán thuế,Điều chỉnh tăng thuế TNDN theo quyết toán thuế,379.510.893,421.985.460,379510893.0,421985460.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(150.005.958.158),(222.959.024.340),-150005958158.0,-222959024340.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,75.215.403.673,23.038.276.709,75215403673.0,23038276709.0
