row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu hoạt động kinh doanhchứng khoán,Doanh thu hoạt động kinh doanhchứng khoán,Doanh thu hoạt động kinh doanhchứng khoán,1.333.902.038.510,1.564.610.137.885,1333902038510.0,1564610137885.0
Doanh thu môi giới chứng khoán cho ngườiđầu tư,Doanh thu môi giới chứng khoán cho ngườiđầu tư,Doanh thu môi giới chứng khoán cho ngườiđầu tư,287.613.812.686,328.600.376.565,287613812686.0,328600376565.0
"Doanh thu hoạt động đầu tư chứng khoán,góp vốn","Doanh thu hoạt động đầu tư chứng khoán,góp vốn","Doanh thu hoạt động đầu tư chứng khoán,góp vốn",389.744.410.192,721.120.170.953,389744410192.0,721120170953.0
- Cổ tức,- Cổ tức,- Cổ tức,59.952.438.250,85.488.446.025,59952438250.0,85488446025.0
- Trái tức,- Trái tức,- Trái tức,20.091.271.124,38.468.835.998,20091271124.0,38468835998.0
"- Lãi bán cổ phiếu, trái phiếu","- Lãi bán cổ phiếu, trái phiếu","- Lãi bán cổ phiếu, trái phiếu",168.398.685.948,198.519.167.395,168398685948.0,198519167395.0
- Doanh thu tư doanh từ ủy thác danh mụctại SSIAM,- Doanh thu tư doanh từ ủy thác danh mụctại SSIAM,- Doanh thu tư doanh từ ủy thác danh mụctại SSIAM,141.302.014. 870,393.818.321.535,,393818321535.0
- Doanh thu hoạt động đầu tư khác,- Doanh thu hoạt động đầu tư khác,- Doanh thu hoạt động đầu tư khác,-,4.825.400.000,,4825400000.0
Doanh thu bảo lãnh phát hành chứng khoán,Doanh thu bảo lãnh phát hành chứng khoán,Doanh thu bảo lãnh phát hành chứng khoán,-,2.844.259.220,,2844259220.0
Doanh thu đại lý phát hành chứng khoán,Doanh thu đại lý phát hành chứng khoán,Doanh thu đại lý phát hành chứng khoán,12.390.049.452,543.481.183,12390049452.0,543481183.0
Doanh thu quản lý danh mục đầu tư và quản lýquỹ,Doanh thu quản lý danh mục đầu tư và quản lýquỹ,Doanh thu quản lý danh mục đầu tư và quản lýquỹ,13.730.952.472,5.009.586.050,13730952472.0,5009586050.0
Doanh thu hoạt động tư vấn,Doanh thu hoạt động tư vấn,Doanh thu hoạt động tư vấn,44.704.036.602,20.966.718.460,44704036602.0,20966718460.0
Doanh thu lưu ký chứng khoán cho ngườiđầu tư,Doanh thu lưu ký chứng khoán cho ngườiđầu tư,Doanh thu lưu ký chứng khoán cho ngườiđầu tư,7.363.774.946,5.623.352.899,7363774946.0,5623352899.0
Doanh thu cho thuê sử dụng tài sản,Doanh thu cho thuê sử dụng tài sản,Doanh thu cho thuê sử dụng tài sản,7.234.566.832,7.771.606.391,7234566832.0,7771606391.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,571.120.435.328,472.130.586.164,571120435328.0,472130586164.0
- Thu lãi tiền gửi,- Thu lãi tiền gửi,- Thu lãi tiền gửi,231.655.342.226,248.540.289.480,231655342226.0,248540289480.0
- Doanh thu ứng trước tiến bản chứngkhoán,- Doanh thu ứng trước tiến bản chứngkhoán,- Doanh thu ứng trước tiến bản chứngkhoán,9.334.924.031,-,9334924031.0,
- Doanh thu hoạt động giao dịch ký quỹ,- Doanh thu hoạt động giao dịch ký quỹ,- Doanh thu hoạt động giao dịch ký quỹ,289.056.470.123,207.182.947.809,289056470123.0,207182947809.0
- Doanh thu quản lý tài khoản nhà đầu tư,- Doanh thu quản lý tài khoản nhà đầu tư,- Doanh thu quản lý tài khoản nhà đầu tư,30.782.851.130,9.010.595.953,30782851130.0,9010595953.0
- Doanh thu khác,- Doanh thu khác,- Doanh thu khác,10.290.847.818,7.396.752.922,10290847818.0,7396752922.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,1.023.661.971,100.000.000,1023661971.0,100000000.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,1.332.878.376.539,1.564.510.137.885,1332878376539.0,1564510137885.0
