row_label_raw,row_label_full,Số dư đầu năm,Năm nay VND > 82.855.645.584,Năm trước VND > 82.990.304.915,numeric__Năm nay VND > 82.855.645.584,numeric__Năm trước VND > 82.990.304.915
Lỗ sau thuế của cổ đông không kiểm soát,Lỗ sau thuế của cổ đông không kiểm soát,Lỗ sau thuế của cổ đông không kiểm soát,(1.706.475.257),(134.659.331),-1706475257.0,-134659331.0
Giảm khác,Giảm khác,Giảm khác,(8.807.962),-,-8807962.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,81.140.362.365,82.855.645.584,81140362365.0,82855645584.0
