row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu, thanh lý cổ phiếu quỹ",26.1,152.453.860.000,86.498.771.600,,261.0,152453860000.0,86498771600.0
32,32,32,"Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,(170.427.500),(54.900),,,-170427500.0,-54900.0
33,33,33,"Tiền vay ngắn hạn, dài hạn nhận được",,19.821.505.132.020,20.735.961.702.782,,,19821505132020.0,20735961702782.0
34,34,34,Tiền chi trả nợ gốc vay,,(16.726.284.631.360),(19.588.795.277.226),,,-16726284631360.0,-19588795277226.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(138.324.000),(353.206.205.358),,,-138324000.0,-353206205358.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,3.247.365.609.160,880.458.936.898,,,3247365609160.0,880458936898.0
50,50,50,Lưu chuyển tiền thuần trong năm,,31.840.730.018,114.032.406.543,,,31840730018.0,114032406543.0
60,60,60,Tiền và tương đương tiền đầu năm,,1.952.651.885.005,1.838.619.478.462,,,1952651885005.0,1838619478462.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,5.917.487.138,-,,,5917487138.0,
70,70,70,Tiền và các khoản tương đương tiền cuối năm,4,1.990.410.102.161,1.952.651.885.005,,4.0,1990410102161.0,1952651885005.0
