row_label_raw,row_label_full,Số dư đầu năm > Mua trong năm > Thanh lý công ty liên kết trong năm,Năm nayVND > 1.043.972.898.151 > 203.940.333.949 > (569.522.184.768),Năm trướcVND > 1.349.760.867.243 > 185.903.651.338 > (467.638.148.672),numeric__Năm nayVND > 1.043.972.898.151 > 203.940.333.949 > (569.522.184.768),numeric__Năm trướcVND > 1.349.760.867.243 > 185.903.651.338 > (467.638.148.672)
Điều chỉnh do công ty con của công ty liên kết thay đổi tỷ lệ sở hữu,Điều chỉnh do công ty con của công ty liên kết thay đổi tỷ lệ sở hữu,Điều chỉnh do công ty con của công ty liên kết thay đổi tỷ lệ sở hữu,(27.099.286.669),-,-27099286669.0,
Lãi từ công ty liên kết ghi nhận vào bảo cáo kết quả kinh doanh trong năm,Lãi từ công ty liên kết ghi nhận vào bảo cáo kết quả kinh doanh trong năm,Lãi từ công ty liên kết ghi nhận vào bảo cáo kết quả kinh doanh trong năm,54.964.787.658,14.267.004.783,54964787658.0,14267004783.0
- Bất lợi thương mại phát sinh trong năm,- Bất lợi thương mại phát sinh trong năm,- Bất lợi thương mại phát sinh trong năm,-,8.854.427.311,,8854427311.0
- Lợi thế thương mại đã phân bổ trong năm,- Lợi thế thương mại đã phân bổ trong năm,- Lợi thế thương mại đã phân bổ trong năm,(24.362.534.318),(47.623.499.717),-24362534318.0,-47623499717.0
- Phân chia sẻ lãi trong năm,- Phân chia sẻ lãi trong năm,- Phân chia sẻ lãi trong năm,93.789.245.209,111.776.824.382,93789245209.0,111776824382.0
- Lãi/(lỗ) từ thanh lý công ty liên kết,- Lãi/(lỗ) từ thanh lý công ty liên kết,- Lãi/(lỗ) từ thanh lý công ty liên kết,(14.461.923.233),(58.740.747.193),-14461923233.0,-58740747193.0
Cổ tức thực nhận,Cổ tức thực nhận,Cổ tức thực nhận,(65.100.941.300),(38.161.429.400),-65100941300.0,-38161429400.0
Vốn khác,Vốn khác,Vốn khác,(3.738.492.630),(159.047.141),-3738492630.0,-159047141.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,637.417.114.391,1.043.972.898.151,637417114391.0,1043972898151.0
