row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,A. NỘ PHẢI TRẢ,,6.669.872.389.630,3.140.629.721.212,,,6669872389630.0,3140629721212.0
310,310,310,I. Nợ ngắn hạn,,5.946.595.282.205,3.112.710.665.552,,,5946595282205.0,3112710665552.0
311,311,311,1. Vay và nợ ngắn hạn,16,3.913.847.967.537,1.506.127.466.877,,16.0,3913847967537.0,1506127466877.0
312,312,312,2. Phải trả người bán,,4.847.340.451,3.660.523.934,,,4847340451.0,3660523934.0
313,313,313,3. Người mua trả tiền trước,17,4.893.483.331,71.967.220.419,,17.0,4893483331.0,71967220419.0
314,314,314,4. Thuế và các khoản phải nộp Nhà nước,18,91.848.160.110,48.730.855.015,,18.0,91848160110.0,48730855015.0
315,315,315,5. Phải trả người lao động,,3.908.502.405,3.661.862.273,,,3908502405.0,3661862273.0
316,316,316,6. Chỉ phí phải trả,19,63.406.571.086,10.729.314.712,,19.0,63406571086.0,10729314712.0
319,319,319,"7. Các khoản phải trả, phải nộp ngắn hạn khác",20,186.619.220.070,253.580.217.204,,20.0,186619220070.0,253580217204.0
320,320,320,8. Phải trả hoạt động giao dịch chứng khoán,21,1.550.598.384.658,1.097.851.004.560,,21.0,1550598384658.0,1097851004560.0
321,321,321,"9. Phải trả hộ cổ tức, gốc và lãi trái phiếu",22,10.002.807.034,9.609.207.880,,22.0,10002807034.0,9609207880.0
322,322,322,10. Phải trả tổ chức phát hành chứng khoán,,689.438.960,1.884.039.160,,,689438960.0,1884039160.0
323,323,323,"11. Quỹ khen thưởng, phúc lợi",23,115.933.406.563,104.908.953.518,,23.0,115933406563.0,104908953518.0
330,330,330,II. Nợ dài hạn,,723.277.107.425,27.919.055.660,,,723277107425.0,27919055660.0
333,333,333,1. Phải trả dài hạn khác,,453.246.599,559.315.985,,,453246599.0,559315985.0
334,334,334,2. Vay và nợ dài hạn,24,687.500.000.000,-,,24.0,687500000000.0,
335,335,335,3. Thuế thu nhập hoãn lại phải trả,31.2,1.812.751.858,27.359.739.675,,312.0,1812751858.0,27359739675.0
338,338,338,4. Doanh thu chưa thực hiện dài hạn,25,33.511.108.968,-,,25.0,33511108968.0,
400,400,400,B. NGUỒN VỐN CHỦ SỞ HỮU,26,6.727.609.014.290,5.773.805.744.525,,26.0,6727609014290.0,5773805744525.0
410,410,410,I. Vốn chủ sở hữu,,6.727.609.014.290,5.773.805.744.525,,,6727609014290.0,5773805744525.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,4.800.636.840.000,3.537.949.420.000,,,4800636840000.0,3537949420000.0
412,412,412,2. Thặng dư vốn cổ phần,,29.285.860.000,342.196.810.218,,,29285860000.0,342196810218.0
413,413,413,3. Vốn khác của chủ sở hữu,,(4.609.514.439),(4.185.339.535),,,-4609514439.0,-4185339535.0
414,414,414,4. Cổ phiếu quỹ,,(170.482.400),(54.900),,,-170482400.0,-54900.0
416,416,416,5. Chênh lệch tỷ giả hối đoái,,31.013.180.718,-,,,31013180718.0,
418,418,418,6. Quỹ dự phòng tài chính và dự trữ pháp định,,451.646.309.750,372.998.887.930,,,451646309750.0,372998887930.0
420,420,420,7. Lợi nhuận chưa phân phối,,1.338.666.458.296,1.441.990.375.228,,,1338666458296.0,1441990375228.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,32,81.140.362.365,82.855.645.584,,32.0,81140362365.0,82855645584.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.397.481.403.920,8.914.435.465.737,,,13397481403920.0,8914435465737.0
