row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu của khách hàng,Phải thu của khách hàng,Phải thu của khách hàng,3.646.040.547.557,2.107.978.862.280,3646040547557.0,2107978862280.0
- Phải thu các khoản ứng trước tiền bán chứng khoán cho người đầu tư,- Phải thu các khoản ứng trước tiền bán chứng khoán cho người đầu tư,- Phải thu các khoản ứng trước tiền bán chứng khoán cho người đầu tư,93.457.735.870,97.679.567.228,93457735870.0,97679567228.0
- Phải thu các khoản ứng trước tiền bán chứng khoán khác (i),- Phải thu các khoản ứng trước tiền bán chứng khoán khác (i),- Phải thu các khoản ứng trước tiền bán chứng khoán khác (i),284.251.211.500,-,284251211500.0,
- Phải thu khách hàng về nghiệp vụ giao dịch ký quỹ (ii),- Phải thu khách hàng về nghiệp vụ giao dịch ký quỹ (ii),- Phải thu khách hàng về nghiệp vụ giao dịch ký quỹ (ii),3.256.363.621.210,2.003.553.536.747,3256363621210.0,2003553536747.0
- Phải thu phí tư vấn,- Phải thu phí tư vấn,- Phải thu phí tư vấn,5.491.684.179,2.904.869.361,5491684179.0,2904869361.0
"- Phải thu phí quản lý danh mục đầu tư, quản lý quỹ","- Phải thu phí quản lý danh mục đầu tư, quản lý quỹ","- Phải thu phí quản lý danh mục đầu tư, quản lý quỹ",1.917.721.021,805.269.952,1917721021.0,805269952.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,4.558.573.777,3.035.618.992,4558573777.0,3035618992.0
Ứng trước cho người bán,Ứng trước cho người bán,Ứng trước cho người bán,11.301.258.947,3.644.740.653,11301258947.0,3644740653.0
Phải thu hoạt động giao dịch chứng khoán,Phải thu hoạt động giao dịch chứng khoán,Phải thu hoạt động giao dịch chứng khoán,226.779.001,2.284.928.503,226779001.0,2284928503.0
Phải thu khác,Phải thu khác,Phải thu khác,39.359.691.208,140.272.267.822,39359691208.0,140272267822.0
- Lãi tiền gửi,- Lãi tiền gửi,- Lãi tiền gửi,17.092.784.423,6.829.185.739,17092784423.0,6829185739.0
"- Phải thu tổ chức phát hành chứng khoán (trái tức, cổ tức)","- Phải thu tổ chức phát hành chứng khoán (trái tức, cổ tức)","- Phải thu tổ chức phát hành chứng khoán (trái tức, cổ tức)",17.753.194.839,21.148.672.807,17753194839.0,21148672807.0
- Tiền mua cổ phiếu đấu giả chưa có giấy xác nhận cổ phần,- Tiền mua cổ phiếu đấu giả chưa có giấy xác nhận cổ phần,- Tiền mua cổ phiếu đấu giả chưa có giấy xác nhận cổ phần,-,109.073.594.000,,109073594000.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,4.513.711.946,3.220.815.276,4513711946.0,3220815276.0
,,,3.696.928.276.713,2.254.180.799.258,3696928276713.0,2254180799258.0
