row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Số cuối năm,numeric__Số đầu năm
050,050,050,7. Chứng khoán lưu ký công ty đại chúng chưa niêm yếtTrong đó:,1.888.233.800.000,1.025.917.840.000,,1888233800000.0,1025917840000.0
051,051,051,7.1. Chứng khoán giao dịch,1.296.910.810.000,824.916.770.000,,1296910810000.0,824916770000.0
052,052,052,7.1.1. Chứng khoán giao dịch của thành viên lưu ký,14.496.610.000,14.439.920.000,,14496610000.0,14439920000.0
053,053,053,7.1.2. Chứng khoán giao dịch của khách hàng trong nước,1.111.301.830.000,652.581.860.000,,1111301830000.0,652581860000.0
054,054,054,7.1.3. Chứng khoán giao dịch của khách hàng nước ngoài,171.112.370.000,157.894.990.000,,171112370000.0,157894990000.0
056,056,056,7.2. Chứng khoán tạm ngừng giao dịch,153.126.160.000,148.800.330.000,,153126160000.0,148800330000.0
057,057,057,7.2.1. Chứng khoán tạm ngừng giao dịch của thành viên lưu ký,1.000.000.000,1.000.000.000,,1000000000.0,1000000000.0
058,058,058,7.2.2. Chứng khoán tạm ngừng giao dịch của khách hàng trong nước,64.703.180.000,60.377.350.000,,64703180000.0,60377350000.0
059,059,059,7.2.3. Chứng khoán tạm ngừng giao dịch của khách hàng nước ngoài,87.422.980.000,87.422.980.000,,87422980000.0,87422980000.0
061,061,061,7.3. Chứng khoán cầm cố,376.944.250.000,45.999.520.000,,376944250000.0,45999520000.0
063,063,063,7.3.1. Chứng khoán cầm cố của khách hàng trong nước,376.944.250.000,45.999.520.000,,376944250000.0,45999520000.0
066,066,066,7.4. Chứng khoán tạm giữ,-,-,,,
071,066 > 071,071,7.5. Chứng khoán chờ thanh toán,61.252.580.000,6.201.220.000,,61252580000.0,6201220000.0
072,066 > 072,072,7.5.1. Chứng khoán chờ thanh toán của thành viên lưu ký,30.480.000,-,,30480000.0,
073,066 > 073,073,7.5.2. Chứng khoán chờ thanh toán của khách hàng trong nước,61.038.100.000,6.201.220.000,,61038100000.0,6201220000.0
074,066 > 074,074,7.5.3. Chứng khoán chờ thanh toán của khách hàng nước ngoài,184.000.000,,,184000000.0,
076,076,076,7.6. Chứng khoán phong tỏa chờ rút,-,-,,,
081,081,081,7.7. Chứng khoán sửa lỗi giao dịch,-,-,,,
082,082,082,8. Chứng khoán chưa lưu ký của khách hàng,-,-,,,
083,083,083,9. Chứng khoán chưa lưu ký của công ty chứng khoán,-,,,,
084,084,084,10. Chứng khoán nhận uỷ thác dấu giá,-,,,,
,,,TỔNG CỘNG TÀI KHOẢN NGOẠI BÁNG,24.134.825.520.000,17.997.416.820.000,,24134825520000.0,17997416820000.0
