row_label_raw,row_label_full,Chỉ nhánh,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Trụ sở chính (TP Hồ Chí Minh),Trụ sở chính (TP Hồ Chí Minh),Trụ sở chính (TP Hồ Chí Minh),113.910.667.241,112.823.010.354,113910667241.0,112823010354.0
Chỉ nhánh Hà Nội,Chỉ nhánh Hà Nội,Chỉ nhánh Hà Nội,69.731.029.762,103.588.349.799,69731029762.0,103588349799.0
Hải Phòng,Hải Phòng,Hải Phòng,5.431.335.427,4.190.775.415,5431335427.0,4190775415.0
Nguyễn Công Trữ (TP Hồ Chí Minh),Nguyễn Công Trữ (TP Hồ Chí Minh),Nguyễn Công Trữ (TP Hồ Chí Minh),38.607.675.482,42.596.092.225,38607675482.0,42596092225.0
Nha Trang,Nha Trang,Nha Trang,4.012.330.310,670.350.558,4012330310.0,670350558.0
Vũng Tàu,Vũng Tàu,Vũng Tàu,3.027.785.117,3.524.991.793,3027785117.0,3524991793.0
Mỹ Đình,Mỹ Đình,Mỹ Đình,8.915.555.451,10.308.833.458,8915555451.0,10308833458.0
,,,243.636.378.790,277.702.403.602,243636378790.0,277702403602.0
