row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
200,200,200,TÀI SẢN DÀI HẠN,,45.784.830.488.255,30.332.784.019.580,,,45784830488255.0,30332784019580.0
210,210,210,Các khoản phải thu dài hạn,,33.582.150.374.634,17.643.772.978.338,,,33582150374634.0,17643772978338.0
215,215,215,Phải thu về cho vay dài hạn,8(b),234.500.000.000,175.500.000.000,,,234500000000.0,175500000000.0
216,216,216,Phải thu dài hạn khác,9(b),33.347.755.804.142,17.468.272.978.338,,,33347755804142.0,17468272978338.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(105.429.508),-,,,-105429508.0,
220,220,220,Tài sản cố định,,1.441.727.882.314,1.218.441.600.419,,,1441727882314.0,1218441600419.0
221,221,221,Tài sản cố định hữu hình,13,1.345.065.108.658,1.101.914.150.337,,13.0,1345065108658.0,1101914150337.0
222,222,222,Nguyên giá,,1.564.917.986.436,1.277.840.271.192,,,1564917986436.0,1277840271192.0
223,223,223,Giá trị khấu hao lũy kế,,(219.852.877.778),(175.926.120.855),,,-219852877778.0,-175926120855.0
227,227,227,Tài sản cố định vô hình,14,96.662.773.656,116.527.450.082,,14.0,96662773656.0,116527450082.0
228,228,228,Nguyên giá,,160.951.199.022,163.641.147.507,,,160951199022.0,163641147507.0
229,229,229,Giá trị hao mòn lũy kế,,(64.288.425.366),(47.113.697.425),,,-64288425366.0,-47113697425.0
230,230,230,Bất động sản đầu tư,15,2.754.183.434.458,2.824.247.750.920,,15.0,2754183434458.0,2824247750920.0
231,231,231,Nguyên giá,,3.091.173.652.449,3.098.824.389.592,,,3091173652449.0,3098824389592.0
232,232,232,Giá trị khấu hao lũy kế,,(336.990.217.991),(274.576.638.672),,,-336990217991.0,-274576638672.0
240,240,240,Tài sản dở dang dài hạn,,292.890.203.713,285.769.526.186,,,292890203713.0,285769526186.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",11(b),181.998.060.395,181.996.664.704,,,181998060395.0,181996664704.0
242,242,242,Chi phí xây dựng cơ bản dở dang,16,110.892.143.318,103.772.861.482,,16.0,110892143318.0,103772861482.0
250,250,250,Đầu tư tài chính dài hạn,,1.624.040.896.080,1.891.042.286.029,,,1624040896080.0,1891042286029.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",5(c),1.584.535.735.532,1.645.203.026.029,,,1584535735532.0,1645203026029.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,5(b),25.349.750.000,9.649.750.000,,,25349750000.0,9649750000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(a)(ii),14.155.410.548,236.189.510.000,,,14155410548.0,236189510000.0
260,260,260,Tài sản dài hạn khác,,6.089.837.697.056,6.469.509.877.688,,,6089837697056.0,6469509877688.0
261,261,261,Chi phí trả trước dài hạn,12(b),828.185.441.183,419.763.171.833,,,828185441183.0,419763171833.0
262,262,262,Tài sản thuế thu nhập hoãn lại,37(a),157.628.010.757,98.904.564.199,,,157628010757.0,98904564199.0
269,269,269,Lợi thế thương mại,17,5.104.024.245.116,5.950.842.141.656,,17.0,5104024245116.0,5950842141656.0
270,270,270,TỔNG TÀI SẢN,,201.833.546.986.050,144.536.345.634.022,,,201833546986050.0,144536345634022.0
