row_label_raw,row_label_full,col_0,31.12.2021VND,31.12.2020VND,numeric__31.12.2021VND,numeric__31.12.2020VND
Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,,
Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,,
Công ty Cổ phần Chứng khoán MB (i),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (i),Công ty Cổ phần Chứng khoán MB (i),-,410.000.000.000,,410000000000.0
Công ty Cổ phần Chứng khoán MB (ii),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (ii),Công ty Cổ phần Chứng khoán MB (ii),500.000.000.000,-,500000000000.0,
Ngân hàng TMCP Tiên Phong (iii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (iii),Ngân hàng TMCP Tiên Phong (iii),-,700.000.000.000,,700000000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (iv),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (iv),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (iv),600.000.000.000,-,600000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (v),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (v),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (v),450.000.000.000,200.000.000.000,450000000000.0,200000000000.0
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vi),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vi),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vi),250.000.000.000,-,250000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),175.000.000.000,75.000.000.000,175000000000.0,75000000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),131.400.000.000,65.700.000.000,131400000000.0,65700000000.0
