row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
iv) Chi phí lãi vay,iv) Chi phí lãi vay,iv) Chi phí lãi vay,iv) Chi phí lãi vay,iv) Chi phí lãi vay,iv) Chi phí lãi vay,,,
,,,Công ty Cổ phần Cảng Phú Định (*),14.197.379.470,14.432.695.152,,14197379470.0,14432695152.0
,,,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,24.986.301,-,,24986301.0,
,,,Công ty TNHH Sài Gòn Gòn,-,12.591.589.587,,,12591589587.0
,,,,14.222.365.771,27.024.284.739,,14222365771.0,27024284739.0
v) Chi phí khác,v) Chi phí khác,v) Chi phí khác,v) Chi phí khác,v) Chi phí khác,v) Chi phí khác,,,
,,,Công ty Cổ phần Đầu tư Nova SQN,2.820.423.288,-,,2820423288.0,
vi) Các khoản chi cho các nhân sự quản lý chủ chốt,vi) Các khoản chi cho các nhân sự quản lý chủ chốt,vi) Các khoản chi cho các nhân sự quản lý chủ chốt,vi) Các khoản chi cho các nhân sự quản lý chủ chốt,vi) Các khoản chi cho các nhân sự quản lý chủ chốt,vi) Các khoản chi cho các nhân sự quản lý chủ chốt,,,
,,,Lương và các quyền lợi gộp khác,22.652.712.271,18.279.566.819,,22652712271.0,18279566819.0
(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,,,
,,,,31.12.2021VND,31.12.2020VND,,,
i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),i) Phải thu khách hàng ngắn hạn (Thuyết minh 6),,,
,,,Công ty Cổ phần Đầu tư Phát triển NSQ,30.410.645.644,30.410.645.644,,30410645644.0,30410645644.0
,,,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,1.811.676.778,487.873.327,,1811676778.0,487873327.0
,,,,32.222.322.422,30.898.518.971,,32222322422.0,30898518971.0
ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),ii) Phải thu cho vay ngắn hạn (Thuyết minh 8(a)),,,
,,,Công ty Cổ phần Đầu tư Nova SQN,158.600.000.000,-,,158600000000.0,
iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),iii) Phải thu ngắn hạn khác (Thuyết minh 9(a)),,,
,,,Công ty TNHH Sài Gòn Gòn,388.560.000.000,388.560.000.000,,388560000000.0,388560000000.0
,,,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,33.815.948.266,35.318.879.302,,33815948266.0,35318879302.0
,,,Công ty Cổ phần Đầu tư Nova SQN,24.632.821.921,-,,24632821921.0,
,,,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,15.000.000.000,15.000.000.000,,15000000000.0,15000000000.0
,,,Ông Bùi Thành Nhơn,-,196.003.000.000,,,196003000000.0
,,,,462.008.770.187,634.881.879.302,,462008770187.0,634881879302.0
