row_label_raw,row_label_full,col_0,Số liệu báo cáotrước đây,Điều chỉnh,Số liệu trìnhbảy lại,numeric__Số liệu báo cáotrước đây,numeric__Điều chỉnh,numeric__Số liệu trìnhbảy lại
Lợi nhuận thuần phân bổ cho các cổđông (VND),Lợi nhuận thuần phân bổ cho các cổđông (VND),Lợi nhuận thuần phân bổ cho các cổđông (VND),3.919.071.634.099,,3.919.071.634.099,3919071634099.0,,3919071634099.0
Cổ tức cổ phiếu ưu đãi (VND),Cổ tức cổ phiếu ưu đãi (VND),Cổ tức cổ phiếu ưu đãi (VND),-,,-,,,
Lợi nhuận tính lãi cơ bản trên mỗi cổphiếu (VND),Cổ tức cổ phiếu ưu đãi (VND) > Lợi nhuận tính lãi cơ bản trên mỗi cổphiếu (VND),Lợi nhuận tính lãi cơ bản trên mỗi cổphiếu (VND),3.919.071.634.099,,3.919.071.634.099,3919071634099.0,,3919071634099.0
Bình quân số cổ phiếu phổ thôngđang lưu hành (cổ phiếu),Cổ tức cổ phiếu ưu đãi (VND) > Bình quân số cổ phiếu phổ thôngđang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thôngđang lưu hành (cổ phiếu),974.649.690,649.735.180,1.624.384.870,974649690.0,649735180.0,1624384870.0
Số lượng cổ phiếu ưu đãi bấtbuộc chuyển đổi (cổ phiếu),Số lượng cổ phiếu ưu đãi bấtbuộc chuyển đổi (cổ phiếu),Số lượng cổ phiếu ưu đãi bấtbuộc chuyển đổi (cổ phiếu),-,,-,,,
Bình quân số cổ phiếu phổ thông bao gồm cổ phiếu ưu đãi bất buộcchuyển đổi (cổ phiếu),Số lượng cổ phiếu ưu đãi bấtbuộc chuyển đổi (cổ phiếu) > Bình quân số cổ phiếu phổ thông bao gồm cổ phiếu ưu đãi bất buộcchuyển đổi (cổ phiếu),Bình quân số cổ phiếu phổ thông bao gồm cổ phiếu ưu đãi bất buộcchuyển đổi (cổ phiếu),974.649.690,,1.624.384.870,974649690.0,,1624384870.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Số lượng cổ phiếu ưu đãi bấtbuộc chuyển đổi (cổ phiếu) > Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.021,,2.413,4021.0,,2413.0
