row_label_raw,row_label_full,Mối quan hệ,Tên,numeric__Tên
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Căng Phú Định (*),
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty TNHH Sài Gòn Gôn,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Thương mại đầu tư Phú Trí,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Hùng Ngự Security,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty Cổ phần Đầu tư Nova SQN,
Công ty thuộc sở hữu của cổ đông,Công ty thuộc sở hữu của cổ đông,Công ty thuộc sở hữu của cổ đông,Công ty Cổ phần Đầu tư Phát triển NSQ,
"Chủ tịch Hội đồng Quản trị (""HĐQT"")","Chủ tịch Hội đồng Quản trị (""HĐQT"")","Chủ tịch Hội đồng Quản trị (""HĐQT"")",Ông Bùi Thành Nhơn,
Bên liên quan Chủ tịch HĐQT,Bên liên quan Chủ tịch HĐQT,Bên liên quan Chủ tịch HĐQT,Ông Bùi Cao Nhật Quân,
