row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021VND,Tại ngày 31 tháng 12 năm > 2020VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021VND,numeric__Tại ngày 31 tháng 12 năm > 2020VND
300,300,300,NỘ PHẢI TRẢ,,160.660.433.654.081,112.604.198.448.315,,,160660433654081.0,112604198448315.0
310,310,310,Nợ ngắn hạn,,49.214.830.460.474,31.427.343.626.571,,,49214830460474.0,31427343626571.0
311,311,311,Phải trả người bán ngắn hạn,18,4.879.749.347.856,2.796.907.426.567,,18.0,4879749347856.0,2796907426567.0
312,312,312,Người mua trả tiền trước ngắn hạn,19,8.305.600.061.137,4.087.250.768.389,,19.0,8305600061137.0,4087250768389.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,20(b),659.489.772.855,282.435.420.985,,,659489772855.0,282435420985.0
314,314,314,Phải trả người lao động,21,80.560.724.042,68.800.136.838,,21.0,80560724042.0,68800136838.0
315,315,315,Chỉ phí phải trả ngắn hạn,22,6.138.794.128.571,3.521.965.253.981,,22.0,6138794128571.0,3521965253981.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,685.208.573,6.629.217.351,,,685208573.0,6629217351.0
319,319,319,Phải trả ngắn hạn khác,23(a),10.056.969.544.836,6.095.948.983.201,,,10056969544836.0,6095948983201.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,24(a),19.087.653.178.619,14.544.114.172.196,,,19087653178619.0,14544114172196.0
321,321,321,Dự phòng phải trả ngắn hạn,25,493.786.636,17.743.381.768,,25.0,493786636.0,17743381768.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,4.834.707.349,5.548.865.295,,,4834707349.0,5548865295.0
330,330,330,Nợ dài hạn,,111.445.603.193.607,81.176.854.821.744,,,111445603193607.0,81176854821744.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,13.284.223.270,17.570.621.661,,,13284223270.0,17570621661.0
337,337,337,Phải trả dài hạn khác,23(b),58.532.914.297.274,37.466.617.172.442,,,58532914297274.0,37466617172442.0
338,338,338,Vay và nợ thuê tài chính dài hạn,24(b),41.430.753.323.566,34.357.216.078.896,,,41430753323566.0,34357216078896.0
341,341,341,Thuế thu nhập hoãn lại phải trả,37(a),11.335.537.857.006,9.200.704.471.191,,,11335537857006.0,9200704471191.0
342,342,342,Dự phòng phải trả dài hạn,25,133.113.492.491,134.746.477.554,,25.0,133113492491.0,134746477554.0
400,400,400,VỐN CHỦ SỞ HỮU,,41.173.113.331.969,31.932.147.185.707,,,41173113331969.0,31932147185707.0
410,410,410,Vốn chủ sở hữu,,41.173.113.331.969,31.932.147.185.707,,,41173113331969.0,31932147185707.0
411,411,411,Vốn góp của chủ sở hữu,"26, 27",19.304.213.190.000,9.862.852.970.000,,,19304213190000.0,9862852970000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.304.213.190.000,9.862.852.970.000,,,19304213190000.0,9862852970000.0
412,412,412,Thặng dư vốn cổ phần,27,5.023.225.314.626,3.970.259.281.026,,27.0,5023225314626.0,3970259281026.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",27,10.707.524.273.613,12.051.422.037.059,,27.0,10707524273613.0,12051422037059.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,7.483.265.037.059,8.722.828.720.589,,,7483265037059.0,8722828720589.0
421b,421b,421b,- LNST chưa phân phối năm nay,,3.224.259.236.554,3.328.593.316.470,,,3224259236554.0,3328593316470.0
429,429,429,Lợi ích cổ đông không kiểm soát,27,6.138.150.553.730,6.047.612.897.622,,27.0,6138150553730.0,6047612897622.0
440,440,440,TỔNG NGUỒN VỐN,,201.833.546.986.050,144.536.345.634.022,,,201833546986050.0,144536345634022.0
