row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2021,31.12.2021_1,31.12.2020,31.12.2020_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2021,numeric__31.12.2021_1,numeric__31.12.2020,numeric__31.12.2020_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
73,STT > 73,73,Công ty Cổ phần Big Ben Holiday,TP Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"100,00","100,00","99,98","99,98",,,,100.0,100.0,99.98,99.98
74,STT > 74,74,Công ty TNHH Đầu tư và Phát triển Bất động sản An Huy,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,98","99,99",,,,99.99,99.99,99.98,99.99
75,STT > 75,75,Công ty Cổ phần Địa ốc Ngân Hiệp,Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,98","99,99","99,96","99,98",,,,99.98,99.99,99.96,99.98
76,STT > 76,76,Công ty Cổ phần Đầu tư Liberty,TP Hồ Chí Minh,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất","99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
77,STT > 77,77,Công ty Cổ phần Thạnh Mỹ Lợi,TP Hồ Chí Minh,Kinh doanh bất động sản,"69,75","70,00","69,75","70,00",,,,69.75,70.0,69.75,70.0
78,STT > 78,78,Công ty TNHH Đầu tư Bất động sản Cao Nguyên Xanh (i),TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00",-,-,,,,100.0,100.0,,
79,STT > 79,79,Công ty Cổ phần Nova Final Solution (ii),TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98",-,-,,,,99.98,99.98,,
80,STT > 80,80,Công ty TNHH Bất động sản Đăng Khánh (ii),TP Hồ Chí Minh,Kinh doanh bất động sản,"99,39","99,41",-,-,,,,99.39,99.41,,
81,STT > 81,81,Công ty Cổ phần Đầu tư Tổng hợp Mũi Né (ii),Tỉnh Bình Thuận,Xây dựng khu du lịch,"99,37","99,98",-,-,,,,99.37,99.98,,
82,STT > 82,82,Công ty TNHH Đầu tư và Phát triển Bất động sản Green Land (iii),TP Hồ Chí Minh,Kinh doanh bất động sản,"69,92","100,00",-,-,,,,69.92,100.0,,
83,STT > 83,83,Công ty TNHH Đầu tư Bất động sản Unity (iv),TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98",-,-,,,,99.98,99.98,,
84,STT > 84,84,Công ty TNHH Du lịch Bình An (iv),Tỉnh Bà Rịa - Vũng Tàu,Dịch vụ lưu trú ngắn ngày,"99,97","99,99",-,-,,,,99.97,99.99,,
85,STT > 85,85,Công ty TNHH Bất động sản Đà Lạt Lake (iv),TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","100,00",-,-,,,,99.97,100.0,,
86,STT > 86,86,Công ty Cổ phần Hoàn Vũ (iv),Tỉnh Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,85","99,88",-,-,,,,99.85,99.88,,
87,STT > 87,87,Công ty TNHH Đầu tư Phát triển Bất động sản Phúc Thịnh (v),TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"100,00","100,00",,,,,,100.0,100.0
88,STT > 88,88,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu (vi),TP Hồ Chí Minh,Kinh doanh bất động sản,-,-,"93,40","95,00",,,,,,93.4,95.0
89,STT > 89,89,Công ty Cổ phần Du lịch Thanh niên Việt Nam (vi),TP Hồ Chí Minh,Tổ chức giới thiệu và xúc tiến thương mại,-,-,"94,67","94,67",,,,,,94.67,94.67
