row_label_raw,row_label_full,Địa điểm,Hoạt động kinh doanh chính,31.12.2021,31.12.2021_1,31.12.2020,31.12.2020_1,numeric__Hoạt động kinh doanh chính,numeric__31.12.2021,numeric__31.12.2021_1,numeric__31.12.2020,numeric__31.12.2020_1
Địa điểm,Địa điểm,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,96","99,96","99,91","99,91",,99.96,99.96,99.91,99.91
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,99.99,99.99,99.99,99.99
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"94,02","94,02","99,17","99,46",,94.02,94.02,99.17,99.46
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","99,96","99,96",,100.0,100.0,99.96,99.96
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89","99,81","99,81",,99.89,99.89,99.81,99.81
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","100,00","99,72","99,72",,99.99,100.0,99.72,99.72
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"83,81","74,00","83,81","74,00",,83.81,74.0,83.81,74.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,99","99,99","99,99","99,99",,99.99,99.99,99.99,99.99
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"92,71","92,71","92,71","92,71",,92.71,92.71,92.71,92.71
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,99.99,99.99,99.99,99.99
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,99.99,99.99,99.99,99.99
Tỉnh Đồng Nai,Địa điểm > Tỉnh Đồng Nai,Tỉnh Đồng Nai,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,97","99,97","99,97",,99.97,99.97,99.97,99.97
Tỉnh Đồng Nai,Địa điểm > Tỉnh Đồng Nai,Tỉnh Đồng Nai,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,97","98,97","98,97","98,97",,98.97,98.97,98.97,98.97
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89","99,89","99,89",,99.89,99.89,99.89,99.89
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,77","99,77","99,77","99,77",,99.77,99.77,99.77,99.77
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,99.9,99.9,99.9,99.9
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,97","99,97","99,97",,99.97,99.97,99.97,99.97
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,60","98,60","98,60","98,60",,98.6,98.6,98.6,98.6
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"98,59","99,99","98,59","99,99",,98.59,99.99,98.59,99.99
TP Hồ Chí Minh,Địa điểm > TP Hồ Chí Minh,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,100.0,100.0,100.0,100.0
