row_label_raw,row_label_full,col_0,31.12.2021VND,31.12.2020VND,numeric__31.12.2021VND,numeric__31.12.2020VND
iv) Phải thu dài hạn khác (Thuyết minh 9(b)),iv) Phải thu dài hạn khác (Thuyết minh 9(b)),iv) Phải thu dài hạn khác (Thuyết minh 9(b)),iv) Phải thu dài hạn khác (Thuyết minh 9(b)),iv) Phải thu dài hạn khác (Thuyết minh 9(b)),,
Công ty Cổ phần Đầu tư Nova SQN,iv) Phải thu dài hạn khác (Thuyết minh 9(b)) > Công ty Cổ phần Đầu tư Nova SQN,Công ty Cổ phần Đầu tư Nova SQN,209.500.000.000,207.330.000.000,209500000000.0,207330000000.0
Ông Bùi Cao Nhật Quân,iv) Phải thu dài hạn khác (Thuyết minh 9(b)) > Ông Bùi Cao Nhật Quân,Ông Bùi Cao Nhật Quân,76.000.000.000,76.000.000.000,76000000000.0,76000000000.0
Công ty Cổ phần Điện tử và Dịch vụCông nghiệp Sài Gòn,iv) Phải thu dài hạn khác (Thuyết minh 9(b)) > Công ty Cổ phần Điện tử và Dịch vụCông nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụCông nghiệp Sài Gòn,75.400.000.000,75.400.000.000,75400000000.0,75400000000.0
Công ty Cổ phần Thương mại đầu tư Phú Trí,iv) Phải thu dài hạn khác (Thuyết minh 9(b)) > Công ty Cổ phần Thương mại đầu tư Phú Trí,Công ty Cổ phần Thương mại đầu tư Phú Trí,-,70.000.000.000,,70000000000.0
Công ty Cổ phần Cảng Phú Định (*),iv) Phải thu dài hạn khác (Thuyết minh 9(b)) > Công ty Cổ phần Cảng Phú Định (*),Công ty Cổ phần Cảng Phú Định (*),-,1.000.000.000,,1000000000.0
,,,360.900.000.000,429.730.000.000,360900000000.0,429730000000.0
v) Phải trả người bán ngắn hạn (Thuyết minh 18),v) Phải trả người bán ngắn hạn (Thuyết minh 18),v) Phải trả người bán ngắn hạn (Thuyết minh 18),v) Phải trả người bán ngắn hạn (Thuyết minh 18),v) Phải trả người bán ngắn hạn (Thuyết minh 18),,
Công ty Cổ phần Hùng Ngự Security,v) Phải trả người bán ngắn hạn (Thuyết minh 18) > Công ty Cổ phần Hùng Ngự Security,Công ty Cổ phần Hùng Ngự Security,615.472.000,264.264.000,615472000.0,264264000.0
vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22),vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22),vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22),vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22),vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22),,
Công ty Cổ phần Điện tử và Dịch vụ Công nghiệpSài Gòn,vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22) > Công ty Cổ phần Điện tử và Dịch vụ Công nghiệpSài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệpSài Gòn,1.464.596.956,-,1464596956.0,
Công ty Cổ phần Cảng Phú Định (*),vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22) > Công ty Cổ phần Cảng Phú Định (*),Công ty Cổ phần Cảng Phú Định (*),-,25.606.378.999,,25606378999.0
Công ty Cổ phần Hùng Ngự Security,vi) Chi phí phải trả ngắn hạn khác (Thuyết minh 22) > Công ty Cổ phần Hùng Ngự Security,Công ty Cổ phần Hùng Ngự Security,-,317.760.000,,317760000.0
,,,1.464.596.956,25.924.138.999,1464596956.0,25924138999.0
vii) Các khoản vay (Thuyết minh 24),vii) Các khoản vay (Thuyết minh 24),vii) Các khoản vay (Thuyết minh 24),vii) Các khoản vay (Thuyết minh 24),vii) Các khoản vay (Thuyết minh 24),,
Công ty Cổ phần Cảng Phú Định (*),vii) Các khoản vay (Thuyết minh 24) > Công ty Cổ phần Cảng Phú Định (*),Công ty Cổ phần Cảng Phú Định (*),-,448.220.346.330,,448220346330.0
