row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,156.048.716.497.795,114.203.561.614.442,,,156048716497795.0,114203561614442.0
110,110,110,Tiền và các khoản tương đương tiền,4,17.249.156.145.556,11.558.787.555.672,,4.0,17249156145556.0,11558787555672.0
111,111,111,Tiền,,8.029.483.056.340,7.069.734.042.545,,,8029483056340.0,7069734042545.0
112,112,112,Các khoản tương đương tiền,,9.219.673.089.216,4.489.053.513.127,,,9219673089216.0,4489053513127.0
120,120,120,Đầu tư tài chính ngắn hạn,,837.023.156.881,721.829.853.961,,,837023156881.0,721829853961.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a)(i),837.023.156.881,721.829.853.961,,,837023156881.0,721829853961.0
130,130,130,Các khoản phải thu ngắn hạn,,26.409.499.239.024,13.797.994.628.756,,,26409499239024.0,13797994628756.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,2.365.610.126.957,1.252.610.948.704,,6.0,2365610126957.0,1252610948704.0
132,132,132,Trả trước cho người bán ngắn hạn,7,2.332.779.900.869,1.466.925.680.402,,7.0,2332779900869.0,1466925680402.0
135,135,135,Phải thu về cho vay ngắn hạn,8(a),6.303.352.180.537,3.019.394.229.338,,,6303352180537.0,3019394229338.0
136,136,136,Phải thu ngắn hạn khác,9(a),15.418.206.676.439,8.069.327.416.090,,,15418206676439.0,8069327416090.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(10.449.645.778),(10.263.645.778),,10.0,-10449645778.0,-10263645778.0
140,140,140,Hàng tồn kho,11(a),110.156.937.437.285,86.864.906.421.772,,,110156937437285.0,86864906421772.0
141,141,141,Hàng tồn kho,,110.159.027.675.309,86.867.908.152.180,,,110159027675309.0,86867908152180.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(2.090.238.024),(3.001.730.408),,,-2090238024.0,-3001730408.0
150,150,150,Tài sản ngắn hạn khác,,1.396.100.519.049,1.260.043.154.281,,,1396100519049.0,1260043154281.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),194.425.656.506,108.660.292.416,,,194425656506.0,108660292416.0
152,152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",20(a),1.026.013.523.078,1.100.087.503.087,,,1026013523078.0,1100087503087.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,20(a),175.661.339.465,51.295.358.778,,,175661339465.0,51295358778.0
