row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị dụng cụ quản lý Triệu VND,Các tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị dụng cụ quản lý Triệu VND,numeric__Các tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư tại ngày 1 tháng 1 năm 2016,Nguyên giá > Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,36.840,371.218,98.790,86.850,911,594.609,36840.0,371218.0,98790.0,86850.0,911.0,594609.0
Mua sắm trong năm,Nguyên giá > Mua sắm trong năm,Mua sắm trong năm,47,9.698,-,181,-,9.926,47.0,9698.0,,181.0,,9926.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(1.480),(67),(9.437),(3.081),(74),(14.139),-1480.0,-67.0,-9437.0,-3081.0,-74.0,-14139.0
Giảm khác trong năm,Nguyên giá > Giảm khác trong năm,Giảm khác trong năm,-,-,(908),(80),-,(988),,,-908.0,-80.0,,-988.0
Số dư tại ngày 31 tháng 12 năm 2016,Nguyên giá > Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,35.407,380.849,88.445,83.870,837,589.408,35407.0,380849.0,88445.0,83870.0,837.0,589408.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư tại ngày 1 tháng 1 năm 2016,Hao mòn lũy kế > Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,14.723,257.097,54.232,69.949,717,396.718,14723.0,257097.0,54232.0,69949.0,717.0,396718.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,751,48.241,8.574,7.009,103,64.678,751.0,48241.0,8574.0,7009.0,103.0,64678.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(242),(54),(6.803),(2.849),(66),(10.014),-242.0,-54.0,-6803.0,-2849.0,-66.0,-10014.0
Giảm khác trong năm,Hao mòn lũy kế > Giảm khác trong năm,Giảm khác trong năm,-,-,(908),(80),-,(988),,,-908.0,-80.0,,-988.0
Số dư tại ngày 31 tháng 12 năm 2016,Hao mòn lũy kế > Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,15.232,305.284,55.095,74.029,754,450.394,15232.0,305284.0,55095.0,74029.0,754.0,450394.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư tại ngày 1 tháng 1 năm 2016,Giá trị còn lại > Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,22.117,114.121,44.558,16.901,194,197.891,22117.0,114121.0,44558.0,16901.0,194.0,197891.0
Số dư tại ngày 31 tháng 12 năm 2016,Giá trị còn lại > Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,20.175,75.565,33.350,9.841,83,139.014,20175.0,75565.0,33350.0,9841.0,83.0,139014.0
