row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,%,31/12/2016Triệu VND,%_1,numeric__31/12/2017Triệu VND,numeric__%,numeric__31/12/2016Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,,,,
Doanh nghiệp Nhà nước,Cho vay các TCKT > Doanh nghiệp Nhà nước,Doanh nghiệp Nhà nước,867.759,"2,40%",935.736,"2,67%",867759.0,0.024,935736.0,0.026699999999999998
Công ty TNHH Nhà nước,Cho vay các TCKT > Công ty TNHH Nhà nước,Công ty TNHH Nhà nước,300.808,"0,83%",104.628,"0,30%",300808.0,0.0083,104628.0,0.003
Công ty TNHH Tư nhân,Cho vay các TCKT > Công ty TNHH Tư nhân,Công ty TNHH Tư nhân,7.632.041,"21,09%",6.624.599,"18,89%",7632041.0,0.2109,6624599.0,0.1889
Công ty cổ phần Nhà nước,Cho vay các TCKT > Công ty cổ phần Nhà nước,Công ty cổ phần Nhà nước,26.810,"0,07%",29.392,"0,08%",26810.0,0.0007000000000000001,29392.0,0.0008
Công ty cổ phần khác,Cho vay các TCKT > Công ty cổ phần khác,Công ty cổ phần khác,17.244.777,"47,65%",16.141.583,"46,02%",17244777.0,0.4765,16141583.0,0.46020000000000005
Doanh nghiệp tư nhân,Cho vay các TCKT > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,179.695,"0,50%",204.252,"0,58%",179695.0,0.005,204252.0,0.0058
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các TCKT > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,225.647,"0,62%",163.455,"0,47%",225647.0,0.0062,163455.0,0.004699999999999999
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",9.712.916,"26,84%",10.861.431,"30,99%",9712916.0,0.26839999999999997,10861431.0,0.3099
,,,36.190.453,"100,00%",35.065.076,"100,00%",36190453.0,1.0,35065076.0,1.0
