row_label_raw,row_label_full,col_0,Quá hạn dưới 90 ngàyTriệu VND,Quá hạn từ 91 đến 180 ngàyTriệu VND,Quá hạn từ 181 đến 360 ngàyTriệu VND,Quá hạn trên 360 ngàyTriệu VND,Tổng cộngTriệu VND,numeric__Quá hạn dưới 90 ngàyTriệu VND,numeric__Quá hạn từ 91 đến 180 ngàyTriệu VND,numeric__Quá hạn từ 181 đến 360 ngàyTriệu VND,numeric__Quá hạn trên 360 ngàyTriệu VND,numeric__Tổng cộngTriệu VND
Cho vay khách hàngMua nợ,Cho vay khách hàngMua nợ,Cho vay khách hàngMua nợ,130.40637.923,6.378-,23.609-,419.3825.469,579.77543.392,13040637923.0,,,4193825469.0,57977543392.0
,,,168.329,6.378,23.609,424.851,623.167,168329.0,6378.0,23609.0,424851.0,623167.0
