row_label_raw,row_label_full,Loại tiền gửi,Tỷ lệ dự trữ bắt buộc,Tỷ lệ dự trữ bắt buộc_1,numeric__Tỷ lệ dự trữ bắt buộc,numeric__Tỷ lệ dự trữ bắt buộc_1
Loại tiền gửi,Loại tiền gửi,Loại tiền gửi,31/12/2017,31/12/2016,,
Số dư bình quân tháng trước của:,Số dư bình quân tháng trước của:,Số dư bình quân tháng trước của:,,,,
▪ Tiền gửi bằng USD có thời hạn dưới 12 tháng,Số dư bình quân tháng trước của: > ▪ Tiền gửi bằng USD có thời hạn dưới 12 tháng,▪ Tiền gửi bằng USD có thời hạn dưới 12 tháng,8%,8%,0.08,0.08
▪ Tiền gửi bằng USD có thời hạn từ 12 tháng trở lên,Số dư bình quân tháng trước của: > ▪ Tiền gửi bằng USD có thời hạn từ 12 tháng trở lên,▪ Tiền gửi bằng USD có thời hạn từ 12 tháng trở lên,6%,6%,0.06,0.06
▪ Tiền gửi bằng VND có thời hạn dưới 12 tháng,Số dư bình quân tháng trước của: > ▪ Tiền gửi bằng VND có thời hạn dưới 12 tháng,▪ Tiền gửi bằng VND có thời hạn dưới 12 tháng,3%,3%,0.03,0.03
▪ Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,Số dư bình quân tháng trước của: > ▪ Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,▪ Tiền gửi bằng VND có thời hạn từ 12 tháng trở lên,1%,1%,0.01,0.01
