row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2017Triệu VNDPhải thu/(Phải trả),31/12/2016Triệu VNDPhải thu/(Phải trả),,
Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con,,
▪ Góp vốn,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con > ▪ Góp vốn,▪ Góp vốn,100.000,100.000,100000.0,100000.0
▪ Tiền gửi,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con > ▪ Tiền gửi,▪ Tiền gửi,(13.719),(86.688),-13719.0,-86688.0
▪ Các khoản phải thu khác,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con > ▪ Các khoản phải thu khác,▪ Các khoản phải thu khác,726.018,679.649,726018.0,679649.0
▪ Các khoản phải trả khác,Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Hàng Hải Việt Nam (“MSB AMC”) – Công ty con > ▪ Các khoản phải trả khác,▪ Các khoản phải trả khác,(1.140),(504),-1140.0,-504.0
Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con,,
▪ Góp vốn,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con > ▪ Góp vốn,▪ Góp vốn,697.076,697.076,697076.0,697076.0
▪ Tiền gửi thanh toán,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con > ▪ Tiền gửi thanh toán,▪ Tiền gửi thanh toán,(533.807),(525.096),-533807.0,-525096.0
▪ Phải trả lãi tiền gửi,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con > ▪ Phải trả lãi tiền gửi,▪ Phải trả lãi tiền gửi,-,(7.594),,-7594.0
▪ Hoạt động mua nợ,Công ty Tài chính TNHH MTV Cộng đồng (“FCCOM”) – Công ty con > ▪ Hoạt động mua nợ,▪ Hoạt động mua nợ,22.249,53.796,22249.0,53796.0
Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn,Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn,Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn,Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn,Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn,,
▪ Tiền gửi thanh toán,Tổng công ty Bưu chính viễn thông Việt Nam (“VNPT”)– Cổ đồng lớn > ▪ Tiền gửi thanh toán,▪ Tiền gửi thanh toán,(22.821),(1.725),-22821.0,-1725.0
"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này",,
▪ Tiền gửi,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này > ▪ Tiền gửi",▪ Tiền gửi,(40.526),(17.465),-40526.0,-17465.0
▪ Tiền vay,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban Kiểm soát và những người có liên quan của các thành viên này > ▪ Tiền vay",▪ Tiền vay,15.371,16.823,15371.0,16823.0
