row_label_raw,row_label_full,col_0,col_1,2017Triệu VND,2016Triệu VND,numeric__col_1,numeric__2017Triệu VND,numeric__2016Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,5.521.468,6.716.065,,5521468.0,6716065.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(4.469.194),(3.988.317),,-4469194.0,-3988317.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,134.535,92.882,,134535.0,92882.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Thu nhập thuần từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",834.044,1.054.125,,834044.0,1054125.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Chi phí khác,(257.370),(373.832),,-257370.0,-373832.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",64.644,586.697,,64644.0,586697.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(1.554.936),(1.370.164),,-1554936.0,-1370164.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(1.766),(26.490),,-1766.0,-26490.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,271.425,2.690.966,,271425.0,2690966.0
Những thay đổi về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(14.910.348),10.081.794,,-14910348.0,10081794.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm tiền gửi và cho vay các TCTD khác,2.534.664,4.465.614,,2534664.0,4465614.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(13.974.544),16.815.310,,-13974544.0,16815310.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản cho vay khách hàng,(1.090.261),(7.023.227),,-1090261.0,-7023227.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"Giảm nguồn dự phòng để bù đáp tổn thất các khoản tín dụng, chứng khoán, đầu tư",(315.775),(1.689.093),,-315775.0,-1689093.0
13,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,Tăng về tài sản hoạt động khác,(2.064.432),(2.486.810),,-2064432.0,-2486810.0
Những thay đổi về nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,20.085.613,(12.577.911),,20085613.0,-12577911.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Giảm các khoản nợ Chính phủ và NHNN,(2.366.392),(641.421),,-2366392.0,-641421.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Tăng/(giảm) tiền gửi và vay từ các TCTD khác,19.027.016,(6.852.247),,19027016.0,-6852247.0
