row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,1/1/2022Triệu VND,numeric__31/12/2022Triệu VND,numeric__1/1/2022Triệu VND
Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,254.868,254.492,254868.0,254492.0
Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,36.747,70.400,36747.0,70400.0
Phải thu từ cung cấp dịch vụ quản lý,Phải thu từ cung cấp dịch vụ quản lý,Phải thu từ cung cấp dịch vụ quản lý,86.471,57.792,86471.0,57792.0
,,,378.086,382.684,378086.0,382684.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
,,,31/12/2022Triệu VND,1/1/2022Triệu VND,,
Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,,
Công ty TNHH Vận hành Vincom Retail,Các bên liên quan: > Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,95.069,15.349,95069.0,15349.0
Công ty TNHH Kinh doanh Thương Mại và Dịch vụ Vinfast,Các bên liên quan: > Công ty TNHH Kinh doanh Thương Mại và Dịch vụ Vinfast,Công ty TNHH Kinh doanh Thương Mại và Dịch vụ Vinfast,30.133,4.130,30133.0,4130.0
Các công ty liên quan khác,Các bên liên quan: > Các công ty liên quan khác,Các công ty liên quan khác,11.834,12.467,11834.0,12467.0
Bên thứ ba:,Bên thứ ba:,Bên thứ ba:,Bên thứ ba:,Bên thứ ba:,,
Các khách hàng khác,Bên thứ ba: > Các khách hàng khác,Các khách hàng khác,241.050,350.738,241050.0,350738.0
,,,378.086,382.684,378086.0,382684.0
