row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022Triệu VND,2021Triệu VND,,
Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,,
Cho vay,Công ty Cổ phần Vinpearl > Cho vay,Cho vay,-,1.150.000,,1150000.0
Thu hồi gốc cho vay,Công ty Cổ phần Vinpearl > Thu hồi gốc cho vay,Thu hồi gốc cho vay,-,1.150.000,,1150000.0
Lãi cho vay phải thu,Công ty Cổ phần Vinpearl > Lãi cho vay phải thu,Lãi cho vay phải thu,-,45.685,,45685.0
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Vinpearl > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,3.600,4.609,3600.0,4609.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Vinpearl > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,20.784,16.550,20784.0,16550.0
Trả trước chi phí thuê,Công ty Cổ phần Vinpearl > Trả trước chi phí thuê,Trả trước chi phí thuê,70.312,-,70312.0,
Công ty Cổ phần Sân xuất và Kinh doanh VinFast,Công ty Cổ phần Sân xuất và Kinh doanh VinFast,Công ty Cổ phần Sân xuất và Kinh doanh VinFast,Công ty Cổ phần Sân xuất và Kinh doanh VinFast,Công ty Cổ phần Sân xuất và Kinh doanh VinFast,,
Cho vay,Công ty Cổ phần Sân xuất và Kinh doanh VinFast > Cho vay,Cho vay,3.250.000,295.000,3250000.0,295000.0
Thu hồi gốc cho vay,Công ty Cổ phần Sân xuất và Kinh doanh VinFast > Thu hồi gốc cho vay,Thu hồi gốc cho vay,3.545.000,-,3545000.0,
Lãi phải thu,Công ty Cổ phần Sân xuất và Kinh doanh VinFast > Lãi phải thu,Lãi phải thu,54.547,5.173,54547.0,5173.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast,,
Doanh thu cung cấp dịch vụ,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Vinfast > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,58.430,49.421,58430.0,49421.0
Công ty TNHH Phát triển Công viên Trung Tâm,Công ty TNHH Phát triển Công viên Trung Tâm,Công ty TNHH Phát triển Công viên Trung Tâm,Công ty TNHH Phát triển Công viên Trung Tâm,Công ty TNHH Phát triển Công viên Trung Tâm,,
Mua hàng hóa và dịch vụ,Công ty TNHH Phát triển Công viên Trung Tâm > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,4.281,3.889,4281.0,3889.0
Thu hồi đặt cọc cho mục đích đầu tư,Công ty TNHH Phát triển Công viên Trung Tâm > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,-,41.656,,41656.0
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,,
Đặt cọc cho mục đích đầu tư,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,-,192.118,,192118.0
Lãi phải thu,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn > Lãi phải thu,Lãi phải thu,38.575,116.129,38575.0,116129.0
Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,Công ty Cổ phần Phát triển Thành phố Xanh,,
Lãi phải thu,Công ty Cổ phần Phát triển Thành phố Xanh > Lãi phải thu,Lãi phải thu,65.742,65.742,65742.0,65742.0
Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,39.638,25.759,39638.0,25759.0
Công ty Cổ phần Vin3S,Công ty Cổ phần Vin3S,Công ty Cổ phần Vin3S,Công ty Cổ phần Vin3S,Công ty Cổ phần Vin3S,,
Mua hàng hóa và dịch vụ,Công ty Cổ phần Vin3S > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,7.149,7.171,7149.0,7171.0
Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cổ phần Đô thị Du lịch Cần Giờ,,
Lãi phải thu,Công ty Cổ phần Đô thị Du lịch Cần Giờ > Lãi phải thu,Lãi phải thu,16.300,16.300,16300.0,16300.0
