row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,27,2.176.149,2.274.053,1.0,27.0,2176149.0,2274053.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,27,-,-,2.0,27.0,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,27,2.176.149,2.274.053,10.0,27.0,2176149.0,2274053.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,28,1.422.049,1.400.808,11.0,28.0,1422049.0,1400808.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,754.100,873.245,20.0,,754100.0,873245.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,356.604,400.774,21.0,29.0,356604.0,400774.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,333.504,454.269,22.0,30.0,333504.0,454269.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,333.504,454.165,23.0,,333504.0,454165.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,31,72.251,118.498,25.0,31.0,72251.0,118498.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,67.693,130.150,26.0,32.0,67693.0,130150.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,637.256,571.102,30.0,,637256.0,571102.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,7.343,11.504,31.0,,7343.0,11504.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,4.698,2.760,32.0,,4698.0,2760.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,2.645,8.744,40.0,,2645.0,8744.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,639.901,579.846,50.0,,639901.0,579846.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,34,151.323,122.454,51.0,34.0,151323.0,122454.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,34,(15.269),-,52.0,34.0,-15269.0,
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,503.847,457.392,60.0,,503847.0,457392.0
