row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Doanh thu bán hàng và cung cấp dịch vụ,20.075.070.624,11.417.105.829,,,20075070624.0,11417105829.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Mua hàng hóa dịch vụ,77.007.718.913,64.544.961.782,,,77007718913.0,64544961782.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Cho vay,25.000.000.000,-,,,25000000000.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con,Thu tiền về cho vay,25.000.000.000,-,,,25000000000.0,
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết (kể từ ngày 10 tháng 11 năm 2021),Doanh thu bán hàng và cung cấp dịch vụ,6.450.877.456,3.879.915.818,,,6450877456.0,3879915818.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết (kể từ ngày 10 tháng 11 năm 2021),Mua hàng hóa dịch vụ,1.831.912.000,6.262.474.500,,,1831912000.0,6262474500.0
Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty Nhựa bao bì Vinh,Công ty liên kết (kể từ ngày 10 tháng 11 năm 2021),Nhận chuyển nhượng vốn,74.316.719.775,-,,,74316719775.0,
Phạm Ánh Dương,Phạm Ánh Dương,Phạm Ánh Dương,Chủ tịch Hội đồng Quản trị (HĐQT),Tạm ứng/chỉ hộ,4.093.524.840,8.081.674.639,,,4093524840.0,8081674639.0
Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty có cùng lãnh đạo chủ chất,Doanh thu bán hàng và cung cấp dịch vụ,52.160.983.900,,,,52160983900.0,
Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty Cổ phần Anbio,Công ty có cùng lãnh đạo chủ chất,Mua hàng hóa dịch vụ,6.114.424.047,,,,6114424047.0,
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Doanh thu bán hàng và cung cấp dịch vụ,61.055.713.070,51.397.254.492,,,61055713070.0,51397254492.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Mua hàng hóa dịch vụ,31.302.530.933,346.946.092.226,,,31302530933.0,346946092226.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Đặt cọc,-,108.851.500.000,,,,108851500000.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Doanh thu bán hàng và cung cấp dịch vụ,6.881.205.533,5.265.554.026,,,6881205533.0,5265554026.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Mua hàng hóa dịch vụ,229.918.696,80.726.837.583,,,229918696.0,80726837583.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Cho vay,21.325.000.000,40.000.000.000,,,21325000000.0,40000000000.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Thu tiền về cho vay,21.325.000.000,48.744.706.849,,,21325000000.0,48744706849.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Lãi cho vay,126.030.137,2.545.432.519,,,126030137.0,2545432519.0
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Góp vốn,71.250.000.000,-,,,71250000000.0,
Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty cùng Tập đoàn,Doanh thu bán hàng và cung cấp dịch vụ,4.934.726.199,1.895.094.751,,,4934726199.0,1895094751.0
Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty TNHH MTV Cơ khí chính xác và Chế tạo khuôn mẫu Việt Nam,Công ty cùng Tập đoàn,Chi hộ,2.375.400.824,-,,,2375400824.0,
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụ,27.606.777.300,20.164.084.545,,,27606777300.0,20164084545.0
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty liên kết,Cổ tức,2.092.960.803,-,,,2092960803.0,
Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Ankor Bioplastics Co. Ltd,Công ty cùng lãnh đạo chủ chất,Doanh thu bán hàng và cung cấp dịch vụ,61.487.787.800,-,,,61487787800.0,
