row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Ngắn hạn > Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,76.446.982.501,6.831.840.000,76446982501.0,6831840000.0
Phải trả liên quan đến các khoản LC/Upas,Ngắn hạn > Phải trả liên quan đến các khoản LC/Upas,Phải trả liên quan đến các khoản LC/Upas,51.685.307.678,-,51685307678.0,
Kinh phí công đoàn,Ngắn hạn > Kinh phí công đoàn,Kinh phí công đoàn,799.983.645,794.862.969,799983645.0,794862969.0
Phải trả khác (*),Ngắn hạn > Phải trả khác (*),Phải trả khác (*),34.022.833.575,6.351.467.917,34022833575.0,6351467917.0
Phải trả khác cho bên liên quan(Thuyết minh số 35),Ngắn hạn > Phải trả khác cho bên liên quan(Thuyết minh số 35),Phải trả khác cho bên liên quan(Thuyết minh số 35),-,3.117.422.575,,3117422575.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,162.955.107.399,17.095.593.461,162955107399.0,17095593461.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Dài hạn > Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,Nhận đặt cọc thuê đất và nhà xưởng trong các khu công nghiệp,6.476.802.623,6.111.802.618,6476802623.0,6111802618.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,6.476.802.623,6.111.802.618,6476802623.0,6111802618.0
