row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do mua công ty con,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng do mua công ty con,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,12.034.757.812,-,118.698.035.097,(93.088.170.446),37.644.622.463,12034757812.0,,118698035097.0,-93088170446.0,37644622463.0
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,5.816.775.437,-,161.833.620.329,(167.124.382.312),526.013.454,5816775437.0,,161833620329.0,-167124382312.0,526013454.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,547.247.866,-,5.697.221.656,(5.531.877.072),712.592.450,547247866.0,,5697221656.0,-5531877072.0,712592450.0
Thuế nhập khẩu,Phải nộp > Thuế nhập khẩu,Thuế nhập khẩu,-,-,4.979.685.985,(4.979.685.985),-,,,4979685985.0,-4979685985.0,
Thuế và các khoản phải nộp khác,Phải nộp > Thuế và các khoản phải nộp khác,Thuế và các khoản phải nộp khác,2.013.618.382,86.995.440,325.578.463,(2.106.862.728),319.329.557,2013618382.0,86995440.0,325578463.0,-2106862728.0,319329557.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,20.412.399.497,86.995.440,291.534.141.530,(272.830.978.543),39.202.557.924,20412399497.0,86995440.0,291534141530.0,-272830978543.0,39202557924.0
