row_label_raw,row_label_full,STT,Công ty,Địa chỉ,Tỷ lệ lợi ích (%),Tỷ lệ biểu quyết (%),Hoạt động chính,numeric__Công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ biểu quyết (%),numeric__Hoạt động chính
4,4,4,"Công ty Cổ phần An Thành Biscol (""Công ty An Thành"") (i)","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương","65,10","99,37","Bán buôn chuyên doanh hạt nhựa PP, PE, PS, PVS, ABS...",,,65.1,99.37,
5,5,5,"Công ty Cổ phần Liên vận An Tín (""Công ty An Tín"") (i)","Số 64.22 đường Phạm Hùng, phường Tür Minh, thành phố Hải Dương, tỉnh Hải Dương","35,36",70,"Vận tải hàng hóa bằng đường bộ, đường ven biển và viễn dương",,,35.36,70.0,
6,6,6,"Công ty Cổ phần Khu công nghiệp Kỹ thuật cao An Phát 1 (""Công ty An Phát Complex 1"") (i)","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương","46,95",51,Phát triển và kinh doanh hạ tầng Khu công nghiệp,,,46.95,51.0,
7,7,7,"Công ty Cổ phần Nhựa Bao bì An Vinh (""Công ty An Vinh"")","Khu công nghiệp kỹ thuật cao An Phát, km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương","86,46","86,46","Sản xuất, kinh doanh các sản phẩm nhựa",,,86.46,86.46,
8,8,8,"An Phat International, Inc. (ii)","10701 Corporate Drive, Suite 268, Stafford, Texas 77477, USA","99,998","99,998","Đầu tư, kinh doanh các sản phẩm màng mỏng và các sản phẩm nhựa khác",,,99.998,99.998,
9,9,9,"AFC EcoPlastics, LLC. (ii)","PO Box 1831 Austin, Texas 78767, USA.","74,998",75,Kinh doanh hạt nhựa,,,74.998,75.0,
