row_label_raw,row_label_full,STT,Công ty,Địa chỉ,Tỷ lệlợi ích(%),Tỷ lệbiểuquyết(%),Hoạt động chính,numeric__Công ty,numeric__Địa chỉ,numeric__Tỷ lệlợi ích(%),numeric__Tỷ lệbiểuquyết(%),numeric__Hoạt động chính
1,1,1,Công ty Cổ phầnAn Tiến Industries(HII) (“Công ty AnTiến”),"Khu công nghiệp phíaNam, xã Văn Tiến,thành phố Yên Bái, tỉnhYên Bái","50,51","50,51","Sản xuất sảnphẩm từ nhựaplastic, sản xuấtphụ gia và bột đá",,,50.51,50.51,
2,2,2,Công ty Cổ phầnKhu công nghiệpKỹ thuật cao AnPhát (“Công ty AnPhát Complex”),"Khu công nghiệp kỹthuật cao An Phát, km47, quốc lộ 5, phườngViệt Hòa, thành phố HảiDương, tỉnh Hải Dương","92,06","92,06",Phát triển hạ tầngkhu công nghiệp,,,92.06,92.06,
3,3,3,An Thanh BicsolSingapore PTE. Ltd(“Công ty An ThànhSingapore”) (i),"Số 8, TemasekBoulevard # 44-00Suntec Tower Three,Singapore","50,51",100,Kinh doanh hạtnhựa,,,50.51,100.0,
