row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Giảm do nhận cổ tức cho giai đoạn trước ngày nằm giữ > Tăng giá trị đầu tư > Số cuối năm,Công ty Sunrise > 24.000.000.000 > - > 24.000.000.000,Công ty Nhựa Hà Nội > 360.055.546.231 > (5.283.296.197) > 23.817.373.580 > 378.589.623.614,Công ty An Đông > 600.000.000 > - > 6.000.000.000 > 6.600.000.000,Công ty Cổ phần ANCOP > - > 980.000.000,Công ty Nhựa bao bì Vinh > - > (605.763.360) > 74.922.483.135 > 74.316.719.775,Đơn vị tính: VND Tổng cộng > 384.655.546.231 > (5.889.059.557) > 105.719.856.715 > 484.486.343.389,numeric__Công ty Sunrise > 24.000.000.000 > - > 24.000.000.000,numeric__Công ty Nhựa Hà Nội > 360.055.546.231 > (5.283.296.197) > 23.817.373.580 > 378.589.623.614,numeric__Công ty An Đông > 600.000.000 > - > 6.000.000.000 > 6.600.000.000,numeric__Công ty Cổ phần ANCOP > - > 980.000.000,numeric__Công ty Nhựa bao bì Vinh > - > (605.763.360) > 74.922.483.135 > 74.316.719.775,numeric__Đơn vị tính: VND Tổng cộng > 384.655.546.231 > (5.889.059.557) > 105.719.856.715 > 484.486.343.389
Lãi từ công ty liên kết kể từ thời điểm mua:,Lãi từ công ty liên kết kể từ thời điểm mua:,Lãi từ công ty liên kết kể từ thời điểm mua:,,,,,,,,,,,,
Số đầu năm,Lãi từ công ty liên kết kể từ thời điểm mua: > Số đầu năm,Số đầu năm,3.035.263.377,13.612.482.570,-,-,-,16.647.745.947,3035263377.0,13612482570.0,,,,16647745947.0
Lãi trong năm,Lãi từ công ty liên kết kể từ thời điểm mua: > Lãi trong năm,Lãi trong năm,5.040.256.473,15.183.265.231,-,-,2.649.619.834,22.873.141.538,5040256473.0,15183265231.0,,,2649619834.0,22873141538.0
Giảm do cổ tức nhận được,Lãi từ công ty liên kết kể từ thời điểm mua: > Giảm do cổ tức nhận được,Giảm do cổ tức nhận được,-,(2.092.960.803),-,-,-,(2.092.960.803),,-2092960803.0,,,,-2092960803.0
Số cuối năm,Lãi từ công ty liên kết kể từ thời điểm mua: > Số cuối năm,Số cuối năm,8.075.519.850,26.702.786.998,-,-,2.649.619.834,37.427.926.682,8075519850.0,26702786998.0,,,2649619834.0,37427926682.0
Tổng giá trị:,Tổng giá trị:,Tổng giá trị:,,,,,,,,,,,,
Số đầu năm,Tổng giá trị: > Số đầu năm,Số đầu năm,27.035.263.377,373.668.028.801,600.000.000,-,-,401.303.292.178,27035263377.0,373668028801.0,600000000.0,,,401303292178.0
Số cuối năm,Tổng giá trị: > Số cuối năm,Số cuối năm,32.075.519.850,405.292.410.612,6.600.000.000,980.000.000,76.966.339.609,521.914.270.071,32075519850.0,405292410612.0,6600000000.0,980000000.0,76966339609.0,521914270071.0
