row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số cuối năm
Tài sản phân bổ theo bộ phận lĩnh vực kinh doanh,Tài sản phân bổ theo bộ phận lĩnh vực kinh doanh,Tài sản phân bổ theo bộ phận lĩnh vực kinh doanh,6.032.424.133.166,6032424133166.0
"Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì","Sản xuất, bán và kinh doanh thương mại hạt nhựa và bao bì",5.313.981.370.425,5313981370425.0
Kinh doanh nhà xưởng. cho thuê đất và hạ tầng khu công nghiệp,Kinh doanh nhà xưởng. cho thuê đất và hạ tầng khu công nghiệp,Kinh doanh nhà xưởng. cho thuê đất và hạ tầng khu công nghiệp,26.385.783.242,26385783242.0
Dịch vụ vận chuyển,Dịch vụ vận chuyển,Dịch vụ vận chuyển,692.056.979.499,692056979499.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,2.536.990.267.742,2536990267742.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.569.414.400.908,8569414400908.0
