row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",21.816.261.896,27.502.864.072,21816261896.0,27502864072.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,3.745.302.375,4.530.009.899,3745302375.0,4530009899.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,25.561.564.271,32.032.873.971,25561564271.0,32032873971.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Quyền sử dụng đất có thời hạn (*),Dải hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),241.409.569.041,205.582.313.366,241409569041.0,205582313366.0
"Công cụ, dụng cụ xuất dùng","Dải hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",22.307.471.231,27.889.412.491,22307471231.0,27889412491.0
Chiết khấu thanh toán,Dải hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,5.394.196.959,9.406.076.329,5394196959.0,9406076329.0
Chi phí sửa chữa lớn,Dải hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,7.891.865.595,7.086.511.070,7891865595.0,7086511070.0
Chi phí trả trước dài hạn khác,Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,10.011.185.390,11.882.572.043,10011185390.0,11882572043.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,287.014.288.216,261.846.885.299,287014288216.0,261846885299.0
