row_label_raw,row_label_full,Đến 1 năm > Từ 1 - 5 năm > Trên 5 năm,Đơn vị tính: VND > Số cuối năm > 14.518.457.607 > 22.223.960.633,Đơn vị tính: VND > Số đầu năm > 4.303.430.380 > 12.516.157.646,numeric__Đơn vị tính: VND > Số cuối năm > 14.518.457.607 > 22.223.960.633,numeric__Đơn vị tính: VND > Số đầu năm > 4.303.430.380 > 12.516.157.646
,,,2.990.738.025,55.645.205.603,2990738025.0,55645205603.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,39.733.156.265,72.464.793.629,39733156265.0,72464793629.0
