row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,28.1,13.154.009.928.330,7.438.249.657.913,,281.0,13154009928330.0,7438249657913.0
02,02,02,Các khoản giảm trừ doanh thu,28.1,(10.900.064.329),(9.692.642.869),,281.0,-10900064329.0,-9692642869.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,13.143.109.864.001,7.428.557.015.044,,281.0,13143109864001.0,7428557015044.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,29,(11.841.734.480.539),(6.651.621.793.680),,29.0,-11841734480539.0,-6651621793680.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.301.375.383.462,776.935.221.364,,,1301375383462.0,776935221364.0
21,21,21,Doanh thu hoạt động tài chính,28.2,213.876.129.052,168.671.082.125,,282.0,213876129052.0,168671082125.0
22,22,22,Chỉ phí tài chính,30,(199.733.463.745),(228.577.022.279),,30.0,-199733463745.0,-228577022279.0
23,23,23,Trong đó: Chi phí lãi vay (không bao gồm chi phí phát hành trái phiếu),,(151.665.660.549),(201.246.469.116),,,-151665660549.0,-201246469116.0
24,24,24,"Phần lãi trong công ty liên doanh, liên kết",17.1,22.873.141.538,16.704.296.145,,171.0,22873141538.0,16704296145.0
25,25,25,Chỉ phí bán hàng,31,(738.538.104.564),(255.844.520.030),,31.0,-738538104564.0,-255844520030.0
26,26,26,Chỉ phí quản lý doanh nghiệp,31,(194.751.557.339),(166.965.892.910),,31.0,-194751557339.0,-166965892910.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,405.101.528.404,310.923.164.415,,,405101528404.0,310923164415.0
31,31,31,Thu nhập khác,32,8.617.829.548,15.725.066.538,,32.0,8617829548.0,15725066538.0
32,32,32,Chỉ phí khác,32,(15.851.305.956),(7.899.714.407),,32.0,-15851305956.0,-7899714407.0
40,40,40,(Lỗ)/lợi nhuận khác,32,(7.233.476.408),7.825.352.131,,32.0,-7233476408.0,7825352131.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,397.868.051.996,318.748.516.546,,,397868051996.0,318748516546.0
51,51,51,Chỉ phí thuế TNDN hiện hành,34.1,(97.803.195.967),(35.806.612.917),,341.0,-97803195967.0,-35806612917.0
52,52,52,Thu nhập thuế TNDN hoãn lại,34.3,24.078.168.390,230.907.050,,343.0,24078168390.0,230907050.0
60,60,60,Lợi nhuận sau thuế TNDN,,324.143.024.419,283.172.810.679,,,324143024419.0,283172810679.0
61,61,61,Lợi nhuận sau thuế của công ty mẹ,,290.241.012.297,262.240.818.737,,,290241012297.0,262240818737.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,33.902.012.122,20.931.991.942,,,33902012122.0,20931991942.0
