row_label_raw,row_label_full,Vay từ Tập đoàn Điện Lực Việt Nam > ▪ Khoản vay 1,Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2021,"Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 2,75%",31/12/2021VND > Vay từ Tập đoàn Điện Lực Việt Nam > -,1/1/2021VND > Vay từ Tập đoàn Điện Lực Việt Nam > 26.288.624.103,numeric__Tiền tệ > Vay từ Tập đoàn Điện Lực Việt Nam > JPY,numeric__Nămđáo hạn > Vay từ Tập đoàn Điện Lực Việt Nam > 2021,"numeric__Lãi suất năm > Vay từ Tập đoàn Điện Lực Việt Nam > 2,75%",numeric__31/12/2021VND > Vay từ Tập đoàn Điện Lực Việt Nam > -,numeric__1/1/2021VND > Vay từ Tập đoàn Điện Lực Việt Nam > 26.288.624.103
Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,Vay từ Công ty Tài Chính Cổ phần Điện Lực,,,,,
▪ Khoản vay 1 (i),Vay từ Công ty Tài Chính Cổ phần Điện Lực > ▪ Khoản vay 1 (i),▪ Khoản vay 1 (i),JPY,2044,"0,21% - 1,6%",1.060.350.054.406,1.186.371.716.224,,2044.0,,1060350054406.0,1186371716224.0
Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,,,,,
▪ Khoản vay 1 (ii),Vay từ Ngân hàng phát triển Châu Á > ▪ Khoản vay 1 (ii),▪ Khoản vay 1 (ii),USD,2034,Lãi suất thả nổi,723.522.252.301,793.652.807.764,,2034.0,,723522252301.0,793652807764.0
Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận,,,,,
▪ Khoản vay 1 (iii),Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > ▪ Khoản vay 1 (iii),▪ Khoản vay 1 (iii),VND,2029,"Lãi suất tiết kiệm12 tháng + 2,5%",274.124.100.164,300.964.100.164,,2029.0,,274124100164.0,300964100164.0
,,,,,,2.057.996.406.871,2.307.277.248.255,,,,2057996406871.0,2307277248255.0
Khoản đến hạn trả trong vòng 12 tháng,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(142.389.288.694),(169.544.678.712),,,,-142389288694.0,-169544678712.0
Khoản đến hạn trả sau 12 tháng,Vay từ Ngân hàng Nông nghiệp và Phát triển Nông thôn – Chi nhánh Ninh Thuận > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,1.915.607.118.177,2.137.732.569.543,,,,1915607118177.0,2137732569543.0
