row_label_raw,row_label_full,col_0,Số cổ phiếu,Vốn cổ phần VND,Tỷ lệ sở hữu,numeric__Số cổ phiếu,numeric__Vốn cổ phần VND,numeric__Tỷ lệ sở hữu
Tổng Công ty Phát điện 1 – Công ty TNHH,Tổng Công ty Phát điện 1 – Công ty TNHH,Tổng Công ty Phát điện 1 – Công ty TNHH,Tổng Công ty Phát điện 1 – Công ty TNHH,Tổng Công ty Phát điện 1 – Công ty TNHH,Tổng Công ty Phát điện 1 – Công ty TNHH,,,
Một Thành viên,Tổng Công ty Phát điện 1 – Công ty TNHH > Một Thành viên,Một Thành viên,422.103.100,4.221.031.000.000,"99,93%",422103100.0,4221031000000.0,0.9993000000000001
Các cổ đông khác,Tổng Công ty Phát điện 1 – Công ty TNHH > Các cổ đông khác,Các cổ đông khác,296.900,2.969.000.000,"0,07%",296900.0,2969000000.0,0.0007000000000000001
,,,422.400.000,4.224.000.000.000,100%,422400000.0,4224000000000.0,1.0
