row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÁN HẠN,,65.755.288.989.500,48.731.915.104.609,,,65755288989500.0,48731915104609.0
110,110,110,I. Tài sản tài chính,,65.659.269.540.690,48.621.880.319.731,,,65659269540690.0,48621880319731.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,493.905.528.209,1.417.807.262.731,,5.0,493905528209.0,1417807262731.0
111.1,111.1,111.1,1.1. Tiền,,478.598.469.030,907.209.511.917,,,478598469030.0,907209511917.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,15.307.059.179,510.597.750.814,,,15307059179.0,510597750814.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,44.072.153.174.688,30.493.056.048.092,,71.0,44072153174688.0,30493056048092.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,4.972.970.722.803,3.507.501.552.879,,73.0,4972970722803.0,3507501552879.0
114,114,114,4. Các khoản cho vay,7.4,15.134.065.013.420,11.057.163.090.177,,74.0,15134065013420.0,11057163090177.0
115,115,115,5. Tài sản tài chính sẵn sàng để bản (AFS),7.2,415.753.839.520,381.708.255.604,,72.0,415753839520.0,381708255604.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,8,(32.695.438.612),(37.251.669.462),,8.0,-32695438612.0,-37251669462.0
117,117,117,7. Các khoản phải thu,,589.751.856.359,415.954.955.033,,,589751856359.0,415954955033.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,267.997.744.808,269.534.422.234,,9.0,267997744808.0,269534422234.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,321.754.111.551,146.420.532.799,,9.0,321754111551.0,146420532799.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, lãi chưa đến ngày nhận",,321.754.111.551,146.420.532.799,,,321754111551.0,146420532799.0
118,118,118,8. Trả trước cho người bán,9,32.286.430.398,1.413.299.966.298,,9.0,32286430398.0,1413299966298.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,20.702.848.950,19.991.293.644,,9.0,20702848950.0,19991293644.0
122,122,122,10. Các khoản phải thu khác,9,192.247.001.763,184.521.001.543,,9.0,192247001763.0,184521001543.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(231.871.436.808),(231.871.436.808),,9.0,-231871436808.0,-231871436808.0
130,130,130,II. Tài sản ngắn hạn khác,10,96.019.448.810,110.034.784.878,,10.0,96019448810.0,110034784878.0
131,131,131,1. Tạm ứng,,18.625.123.377,28.116.569.085,,,18625123377.0,28116569085.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,1.451.468.687,4.458.362.981,,,1451468687.0,4458362981.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,,63.304.503.778,74.314.488.778,,,63304503778.0,74314488778.0
134,134,134,"4. Cẩm cổ, thể chấp, ký quỹ, ký cược ngắn hạn",,244.890.400,365.116.300,,,244890400.0,365116300.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,24,,504.363.766,,24.0,,504363766.0
137,137,137,6. Tài sản ngắn hạn khác,,12.393.462.568,2.275.883.968,,,12393462568.0,2275883968.0
