row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,46.000.434.991.835,29.842.500.921.821,,,46000434991835.0,29842500921821.0
310,310,310,I. Nợ phải trả ngắn hạn,,45.939.117.288.138,29.788.710.759.101,,,45939117288138.0,29788710759101.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,43.168.931.078.677,27.892.289.728.472,,21.0,43168931078677.0,27892289728472.0
312,312,312,1.1. Vay ngắn hạn,,43.168.931.078.677,27.892.289.728.472,,,43168931078677.0,27892289728472.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,22,141.432.129.400,49.171.694.783,,22.0,141432129400.0,49171694783.0
320,320,320,3. Phải trả người bán ngắn hạn,23,862.312.021.006,319.360.885.025,,23.0,862312021006.0,319360885025.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,23.583.183.500,4.821.592.590,,,23583183500.0,4821592590.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,24,359.826.258.949,114.962.879.495,,24.0,359826258949.0,114962879495.0
323,323,323,6. Phải trả người lao động,,108.456.214.320,113.560.403.706,,,108456214320.0,113560403706.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,1.041.882.063,800.864.803,,,1041882063.0,800864803.0
325,325,325,8. Chi phí phải trả ngắn hạn,25,67.825.737.639,58.305.774.563,,25.0,67825737639.0,58305774563.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,643.333.335,129.242.424,,,643333335.0,129242424.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",,446.275.600,336.491.400,,,446275600.0,336491400.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,902.843.398.147,913.074.286.244,,26.0,902843398147.0,913074286244.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",27,301.775.775.502,321.896.915.596,,27.0,301775775502.0,321896915596.0
340,340,340,II. Nợ phải trả dài hạn,,61.317.703.697,53.790.162.720,,,61317703697.0,53790162720.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,28,52.387.159.357,52.587.159.357,,28.0,52387159357.0,52587159357.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,18,8.930.544.340,1.203.003.363,,18.0,8930544340.0,1203003363.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,23.240.892.110.813,22.383.881.964.660,,29.0,23240892110813.0,22383881964660.0
410,410,410,I. Vốn chủ sở hữu,,23.240.892.110.813,22.383.881.964.660,,,23240892110813.0,22383881964660.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,18.291.394.836.235,18.191.406.836.235,,,18291394836235.0,18191406836235.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,15.011.301.370.000,14.911.301.370.000,,,15011301370000.0,14911301370000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,15.011.301.370.000,14.911.301.370.000,,,15011301370000.0,14911301370000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,3.299.208.472.644,3.299.220.472.644,,,3299208472644.0,3299220472644.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(19.115.006.409),(19.115.006.409),,,-19115006409.0,-19115006409.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,(3.793.033.106),(6.286.385.840),,41.0,-3793033106.0,-6286385840.0
413,413,413,3. Chênh lệch tỷ giả hối đoái,,55.243.155.795,44.775.287.721,,,55243155795.0,44775287721.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,61.252.419.507,61.252.419.507,,,61252419507.0,61252419507.0
417,417,417,5. Lợi nhuận chưa phân phối,29.1,4.696.261.511.253,3.953.892.022.051,,291.0,4696261511253.0,3953892022051.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,4.764.972.942.283,4.080.124.452.649,,,4764972942283.0,4080124452649.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(68.711.431.030),(126.232.430.598),,,-68711431030.0,-126232430598.0
418,418,418,6. Lợi ích cổ đông không kiểm soát,,140.533.221.129,138.841.784.986,,,140533221129.0,138841784986.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,69.241.327.102.648,52.226.382.886.481,,,69241327102648.0,52226382886481.0
