row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 328.996.265,Đơn vị tính: VND > Số đầu năm > 720.763.429,numeric__Số cuối năm > 328.996.265,numeric__Đơn vị tính: VND > Số đầu năm > 720.763.429
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,289.075.048.638,33.112.581.088,289075048638.0,33112581088.0
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,59.736.381.284,74.377.223.838,59736381284.0,74377223838.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,10.685.832.762,6.752.311.140,10685832762.0,6752311140.0
Tổng cộng,Tổng cộng,Tổng cộng,359.826.258.949,114.962.879.495,359826258949.0,114962879495.0
