row_label_raw,row_label_full,col_0,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm_1,Quá hạn nhưng không bị suy giảm_2,Quá hạn nhưng không bị suy giảm_3,numeric__Tổng cộng,numeric__Số dư đã dự phòng,numeric__Không quá hạn và không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm_1,numeric__Quá hạn nhưng không bị suy giảm_2,numeric__Quá hạn nhưng không bị suy giảm_3
,,,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,< 90 ngày,91-180 ngày,181 - 210 ngày,> 210 ngày,,,,,,,
Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,11.057.163.090.177,4.997.415.362,11.052.148.323.953,7.880.271,2.519.603,1.288.736,5.662.252,11057163090177.0,4997415362.0,11052148323953.0,7880271.0,2519603.0,1288736.0,5662252.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,15.134.065.013.420,441.230.012,15.133.615.005.564,4.262.093,707.919,917.029,2.890.803,15134065013420.0,441230012.0,15133615005564.0,4262093.0,707919.0,917029.0,2890803.0
