row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,380.868.384.994.775,401.931.779.713.572,,,380868384994775.0,401931779713572.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(379.889.809.880.084),(401.311.481.102.967),,,-379889809880084.0,-401311481102967.0
07,07,07,3. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,766.740.202.121.714,651.032.593.626.488,,,766740202121714.0,651032593626488.0
07.1,07.1,07.1,4. Tiền gửi ký quỹ của Nhà đầu tư tại VSD (tăng/(giám)),,(163.105.183.983),(57.733.840.955),,,-163105183983.0,-57733840955.0
08,08,08,5. Chi trả thanh toán giao dịch chứng khoán của khách hàng,,(762.482.646.453.989),(653.956.076.576.323),,,-762482646453989.0,-653956076576323.0
11,11,11,6. Chi trả phí lưu ký chứng khoán của khách hàng,,(33.802.031.530),(33.183.188.851),,,-33802031530.0,-33183188851.0
14,14,14,7. Tiền thu của Tổ chức phát hành chứng khoán,,1.472.963.417.200,5.538.971.297.450,,,1472963417200.0,5538971297450.0
15,15,15,8. Tiền chi trả Tổ chức phát hành chứng khoán,,(5.952.857.475.556),(5.675.927.619.902),,,-5952857475556.0,-5675927619902.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,559.329.508.547,(2.531.057.691.488),,,559329508547.0,-2531057691488.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,4.715.407.521.167,7.246.465.212.655,,,4715407521167.0,7246465212655.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,4.715.407.521.167,7.246.465.212.655,,,4715407521167.0,7246465212655.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,4.701.021.068.513,7.217.469.786.713,,,4701021068513.0,7217469786713.0
,,,Trong đó: Tiền gửi kỳ quỹ của Nhà đầu tư tại VSD,,686.416.332.634,744.150.173.589,,,686416332634.0,744150173589.0
33,33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,9.594.783.385,17.818.952.433,,,9594783385.0,17818952433.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,4.791.669.269,11.176.473.509,,,4791669269.0,11176473509.0
