row_label_raw,row_label_full,Tài sản,Số cuối năm,Số đầu năm,Mục đíchđảm bảo,numeric__Số cuối năm,numeric__Số đầu năm,numeric__Mục đíchđảm bảo
Ngắn hạn,Ngắn hạn,Ngắn hạn,34.532.623.375.714,19.272.500.000.000,,34532623375714.0,19272500000000.0,
Tài sản tài chính FVTPL - tính theo mệnh giá (Thuyết minh số 7.1),Tài sản tài chính FVTPL - tính theo mệnh giá (Thuyết minh số 7.1),Tài sản tài chính FVTPL - tính theo mệnh giá (Thuyết minh số 7.1),29.323.400.000.000,15.814.000.000.000,Các khoảnvay ngắn hạn,29323400000000.0,15814000000000.0,
Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),4.700.000.000.000,1.450.000.000.000,Các khoảnvay ngắn hạn,4700000000000.0,1450000000000.0,
Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),100.000.000.000,1.900.000.000.000,Các khoảnvay ngắn hạn,100000000000.0,1900000000000.0,
Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),Tiền gửi có kỳ hạn còn lại dưới 1 năm (Thuyết minh số 7.3),9.223.375.714,8.500.000.000,Hợp đồng cấpbảo lãnh,9223375714.0,8500000000.0,
Chứng chỉ tiền gửi FVTPL (Thuyết minh số 7.1),Chứng chỉ tiền gửi FVTPL (Thuyết minh số 7.1),Chứng chỉ tiền gửi FVTPL (Thuyết minh số 7.1),400.000.000.000,100.000.000.000,Chứng quyền,400000000000.0,100000000000.0,
Dài hạn,Dài hạn,Dài hạn,2.365.801.200.000,2.365.801.200.000,,2365801200000.0,2365801200000.0,
Trái phiếu có kỳ hạn còn lại trên 1 năm - tính theo mệnh giá(Thuyết minh số 11),Trái phiếu có kỳ hạn còn lại trên 1 năm - tính theo mệnh giá(Thuyết minh số 11),Trái phiếu có kỳ hạn còn lại trên 1 năm - tính theo mệnh giá(Thuyết minh số 11),2.100.000.000.000,2.100.000.000.000,Các khoảnvay ngắn hạn,2100000000000.0,2100000000000.0,
Đầu tư vào công ty liên kết - tính theo mệnh giá (Thuyết minh số 11),Đầu tư vào công ty liên kết - tính theo mệnh giá (Thuyết minh số 11),Đầu tư vào công ty liên kết - tính theo mệnh giá (Thuyết minh số 11),265.801.200.000,265.801.200.000,Các khoảnvay ngắn hạn,265801200000.0,265801200000.0,
Tổng cộng,Tổng cộng,Tổng cộng,36.898.424.575.714,21.638.301.200.000,,36898424575714.0,21638301200000.0,
