row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại dấu năm,Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại dấu năm,numeric__Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm
1,1,1,Loại FVTPL,44.176.882.653.760,44.072.153.174.688,(104.729.479.072),(66.847.215.159),(37.882.263.913),,44176882653760.0,44072153174688.0,-104729479072.0,-66847215159.0,-37882263913.0
1,1,1,Cổ phiếu và chứng khoản niêm yết khác,1.014.775.945.689,1.006.797.074.806,(7.978.870.883),(40.750.353.520),32.771.482.637,,1014775945689.0,1006797074806.0,-7978870883.0,-40750353520.0,32771482637.0
1,1,1,VPB,384.885.101.433,385.288.704.000,403.602.567,58.033.393,345.569.174,,384885101433.0,385288704000.0,403602567.0,58033393.0,345569174.0
1,1,1,HPG,56.113.356.069,57.405.946.000,1.292.589.931,(1.409.415.312),2.702.005.243,,56113356069.0,57405946000.0,1292589931.0,-1409415312.0,2702005243.0
1,1,1,FPT,92.036.132.250,89.066.729.300,(2.969.402.950),(425.231.953),(2.544.170.997),,92036132250.0,89066729300.0,-2969402950.0,-425231953.0,-2544170997.0
1,1,1,Cổ phiếu và chứng khoản niêm yết khác,481.741.355.937,475.035.695.506,(6.705.660.431),(38.973.739.648),32.268.079.217,,481741355937.0,475035695506.0,-6705660431.0,-38973739648.0,32268079217.0
2,2,2,Cổ phiếu niêm yết cho hoạt động phòng ngừa rủi ro chứng quyền,493.864.555.823,493.694.236.100,(170.319.723),(711.533.301),541.213.578,,493864555823.0,493694236100.0,-170319723.0,-711533301.0,541213578.0
2,2,2,FPT,24.264.110.048,23.481.266.200,(782.843.848),(24.010.433),(758.833.415),,24264110048.0,23481266200.0,-782843848.0,-24010433.0,-758833415.0
2,2,2,HPG,184.674.544.091,188.928.584.000,4.254.039.909,(22.332.830),4.276.372.739,,184674544091.0,188928584000.0,4254039909.0,-22332830.0,4276372739.0
2,2,2,STB,164.653.856.434,160.505.670.000,(4.148.186.434),23.351.022,(4.171.537.456),,164653856434.0,160505670000.0,-4148186434.0,23351022.0,-4171537456.0
2,2,2,ACB,29.832.121.637,30.310.434.100,478.312.463,(31.916.979),510.229.442,,29832121637.0,30310434100.0,478312463.0,-31916979.0,510229442.0
2,2,2,Cổ phiếu khác,90.439.923.613,90.468.281.800,28.358.187,(656.624.081),684.982.268,,90439923613.0,90468281800.0,28358187.0,-656624081.0,684982268.0
3,3,3,Cổ phiếu và Chứng chỉ quỹ chưa niêm yết,263.186.085.662,251.045.110.813,(12.140.974.849),(17.606.530.050),5.465.555.201,,263186085662.0,251045110813.0,-12140974849.0,-17606530050.0,5465555201.0
4,4,4,Trái phiếu niêm yết,1.733.873.492.548,1.649.434.178.931,(84.439.313.617),(7.778.798.288),(76.660.515.329),,1733873492548.0,1649434178931.0,-84439313617.0,-7778798288.0,-76660515329.0
5,5,5,Trái phiếu chưa niêm yết,10.680.989.784.540,10.680.989.784.540,,,,,10680989784540.0,10680989784540.0,,,
6,6,6,Chứng chỉ tiền gửi,29.990.192.789.498,29.990.192.789.498,,,,,29990192789498.0,29990192789498.0,,,
