row_label_raw,row_label_full,STT,Danh mục các loại chứng quyềnCông ty phát hành,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính. VNDChênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại chứng quyềnCông ty phát hành,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính. VNDChênh lệch thuần điều chỉnh số kế toán trong năm
,,,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,,,,,,
1,1,1,STB/6M/SSI/C/EU/Cash-14,13.264.303.548,3.318.250.000,9.946.053.548,-,9.946.053.548,,13264303548.0,3318250000.0,9946053548.0,,9946053548.0
2,2,2,STB/9M/SSI/C/EU/Cash-14,56.069.515.020,38.031.420.000,18.038.095.020,-,18.038.095.020,,56069515020.0,38031420000.0,18038095020.0,,18038095020.0
3,3,3,HPG/6M/SSI/C/EU/Cash-14,8.932.311.666,8.877.446.000,54.865.666,-,54.865.666,,8932311666.0,8877446000.0,54865666.0,,54865666.0
4,4,4,HPG/9M/SSI/C/EU/Cash-14,8.287.546.775,10.032.660.000,(1.745.113.225),-,(1.745.113.225),,8287546775.0,10032660000.0,-1745113225.0,,-1745113225.0
5,5,5,MWG/6M/SSI/C/EU/Cash-14,16.303.005.813,1.299.431.000,15.003.574.813,-,15.003.574.813,,16303005813.0,1299431000.0,15003574813.0,,15003574813.0
6,6,6,Các chứng quyền khác,62.565.971.971,54.868.407.000,7.697.564.971,10.569.796.127,(2.872.231.156),,62565971971.0,54868407000.0,7697564971.0,10569796127.0,-2872231156.0
,,,Tổng cộng,165.422.654.793,116.427.614.000,48.995.040.793,10.569.796.127,38.425.244.666,,165422654793.0,116427614000.0,48995040793.0,10569796127.0,38425244666.0
