row_label_raw,row_label_full,STT,Chỉ tiêu,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND Số cuối năm,numeric__Chỉ tiêu,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND Số cuối năm
I,I,I,Thuế,114.458.515.729,1.308.494.416.229,1.063.126.673.009,359.826.258.949,,114458515729.0,1308494416229.0,1063126673009.0,359826258949.0
1,1,1,Thuế giá trị gia tăng Trong đó:- Thuế GTGT phải nộp- Thuế GTGT thu lại từ Nhà nước,720.123.822,6.256.002.707,6.647.130.264,328.996.265,,720123822.0,6256002707.0,6647130264.0,328996265.0
2,2,2,Thuế thu nhập doanh nghiệp (Thuyết minh số 40.1) Trong đó:- Thuế TNDN phải nộp- Thuế TNDN thu lại từ Nhà nước,32.608.856.929,543.354.773.079,286.888.581.370,289.075.048.638,,32608856929.0,543354773079.0,286888581370.0,289075048638.0
3,3,3,Các loại thuế khácThuế thu nhập cá nhânThuế thu nhập cá nhân nộp hộ nhà đầu tưThuế môn bàiThuế khác (thuế nhà thầu),33.112.581.088(503.724.159)81.129.534.97817.214.103.61857.163.120.220-6.752.311.140,758.883.640.443135.393.026.034546.839.490.96222.500.00076.628.623.447,769.590.961.375132.251.215.600564.622.143.95022.500.00072.695.101.825,70.422.214.04620.355.914.05239.380.467.23210.685.832.762,,,7.588836404431355e+54,7.695909613751323e+54,7.042221404620356e+43
II,II,II,Các khoản phải nộp khácTổng cộng,-,159.675.670,159.675.670,-,,,159675670.0,159675670.0,
