row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,18.625.123.377,28.116.569.085,18625123377.0,28116569085.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,63.304.503.778,74.314.488.778,63304503778.0,74314488778.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",1.125.098.215,3.515.657.458,1125098215.0,3515657458.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,62.179.405.563,70.798.831.320,62179405563.0,70798831320.0
"Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn",244.890.400,365.116.300,244890400.0,365116300.0
Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước (Thuyết minh số 24),-,504.363.766,,504363766.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,12.393.462.568,2.275.883.968,12393462568.0,2275883968.0
- Tiền gửi ký quỹ phải sinh của công ty chứng khoán,- Tiền gửi ký quỹ phải sinh của công ty chứng khoán,- Tiền gửi ký quỹ phải sinh của công ty chứng khoán,11.420.466.668,1.217.353.068,11420466668.0,1217353068.0
- Khác,- Khác,- Khác,972.995.900,1.058.530.900,972995900.0,1058530900.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",1.451.468.687,4.458.362.981,1451468687.0,4458362981.0
Tổng cộng,Tổng cộng,Tổng cộng,96.019.448.810,110.034.784.878,96019448810.0,110034784878.0
