row_label_raw,row_label_full,col_0,Số đã trình bày,Số trình bày lại,numeric__Số đã trình bày,numeric__Số trình bày lại
Lợi nhuận sau thuế còn lại sau khi tạm trích lập các quỹ không thuộc cổ đông – VND,Lợi nhuận sau thuế còn lại sau khi tạm trích lập các quỹ không thuộc cổ đông – VND,Lợi nhuận sau thuế còn lại sau khi tạm trích lập các quỹ không thuộc cổ đông – VND,1.699.319.896.223,1.648.340.299.336,1699319896223.0,1648340299336.0
Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND,Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND,Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND,-,-,,
Lợi nhuận sau điều chỉnh – VND,Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND > Lợi nhuận sau điều chỉnh – VND,Lợi nhuận sau điều chỉnh – VND,1.699.319.896.223,1.648.340.299.336,1699319896223.0,1648340299336.0
Số lượng cổ phiếu để tính lãi suy giảm trên cổ phiếu (*),Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND > Số lượng cổ phiếu để tính lãi suy giảm trên cổ phiếu (*),Số lượng cổ phiếu để tính lãi suy giảm trên cổ phiếu (*),1.297.646.272,1.599.872.299,1297646272.0,1599872299.0
Lãi suy giảm trên mỗi cổ phiếu – VND,Các khoản điều chỉnh lợi nhuận để tính lãi suy giảm trên cổ phiếu – VND > Lãi suy giảm trên mỗi cổ phiếu – VND,Lãi suy giảm trên mỗi cổ phiếu – VND,1.310,1.030,1310.0,1030.0
