row_label_raw,row_label_full,Số đầu năm > Thanh lý công ty liên kết trong năm,Năm nay > 616.604.962.209 > -,Đơn vị tính: VNDNăm trước > 602.489.410.242 > (34.621.700.000),numeric__Năm nay > 616.604.962.209 > -,numeric__Đơn vị tính: VNDNăm trước > 602.489.410.242 > (34.621.700.000)
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,-,10.643.136.485,,10643136485.0
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,33.075.079.829,38.094.115.482,33075079829.0,38094115482.0
- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,33.075.079.829,38.094.115.482,33075079829.0,38094115482.0
Số cuối năm,Số cuối năm,Số cuối năm,649.680.042.038,616.604.962.209,649680042038.0,616604962209.0
