row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,3.486.038.113.148,3.494.467.781.872,,,3486038113148.0,3494467781872.0
210,210,210,I. Tài sản tài chính dài hạn,,2.821.238.620.031,2.773.073.277.309,,,2821238620031.0,2773073277309.0
212,212,212,1. Các khoản đầu tư,11,2.821.238.620.031,2.773.073.277.309,,11.0,2821238620031.0,2773073277309.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,2.171.558.577.993,2.156.468.315.100,,,2171558577993.0,2156468315100.0
212.3,212.3,212.3,"1.2. Đầu tư vào công ty liên doanh, liên kết",,649.680.042.038,616.604.962.209,,,649680042038.0,616604962209.0
220,220,220,II. Tài sản cố định,,269.476.512.837,281.930.596.475,,,269476512837.0,281930596475.0
221,221,221,1. Tài sản cố định hữu hình,12,172.385.377.470,181.650.691.412,,12.0,172385377470.0,181650691412.0
222,222,222,1.1. Nguyên giá,,408.960.853.045,365.210.728.483,,,408960853045.0,365210728483.0
223a,223a,223a,1.2. Giá trị hao mòn lũy kế,,(236.575.475.575),(183.560.037.071),,,-236575475575.0,-183560037071.0
227,227,227,2. Tài sản cố định vô hình,13,97.091.135.367,100.279.905.063,,13.0,97091135367.0,100279905063.0
228,228,228,2.1. Nguyên giá,,254.746.208.312,237.335.021.233,,,254746208312.0,237335021233.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(157.655.072.945),(137.055.116.170),,,-157655072945.0,-137055116170.0
230,230,230,III. Bất động sản đầu tư,14,235.719.785.810,265.112.905.732,,14.0,235719785810.0,265112905732.0
231,231,231,1. Nguyên giá,,334.221.951.291,365.497.402.113,,,334221951291.0,365497402113.0
232a,232a,232a,2. Giá trị hao mòn lũy kế,,(98.502.165.481),(100.384.496.381),,,-98502165481.0,-100384496381.0
240,240,240,IV. Chi phí xây dựng cơ bản dở dang,15,32.113.341.467,25.900.319.841,,15.0,32113341467.0,25900319841.0
250,250,250,V. Tài sản dài hạn khác,,127.489.853.003,148.450.682.515,,,127489853003.0,148450682515.0
251,251,251,"1. Cảm cố, thế chấp, ký quỹ, ký cước dài hạn",16,34.048.594.628,33.856.918.392,,16.0,34048594628.0,33856918392.0
252,252,252,2. Chỉ phí trả trước dài hạn,17,30.191.564.114,53.000.229.779,,17.0,30191564114.0,53000229779.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,18,19.049.102.491,22.684.275.253,,18.0,19049102491.0,22684275253.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,19,20.000.000.000,20.000.000.000,,19.0,20000000000.0,20000000000.0
255,255,255,5. Tài sản dài hạn khác,,24.200.591.770,18.909.259.091,,,24200591770.0,18909259091.0
270,270,270,TỔNG CỘNG TÀI SẢN,,69.241.327.102.648,52.226.382.886.481,,,69241327102648.0,52226382886481.0
