row_label_raw,row_label_full,Số đầu năm > Phát hành cổ phiếu tăng vốntheo chương trình lựa chọnngười lao động theo Nghiquyết số 02/2022/NQ-ĐHDCĐngày 7 tháng 5 năm 2022 củaĐại hội động cổ đông,Vốn góp củachừ sở hữu > 14.911.301.370.000 > 100.000.000.000,Thăng dư vốn cổ phần > 3.299.220.472.644 > -,Cổ phiếu quỹ > (19.115.006.409) > -,Chênh lệch dànhgià lại tài sảntheo giá trị hợp lý > (6.286.385.840) > -,Chênh lệchtỷ giá hối đoài > 44.775.287.721 > -,Quỹ dư trữ bổsung vốn điều lệ > 61.252.419.507 > -,Lợi nhuận chưaphân phối > 3.953.892.022.051 > -,Lợi ích cổ đôngkhông kiểm soát > 138.841.784.986 > -,Tổng cộng > 22.383.881.964.660 > 100.000.000.000,numeric__Vốn góp củachừ sở hữu > 14.911.301.370.000 > 100.000.000.000,numeric__Thăng dư vốn cổ phần > 3.299.220.472.644 > -,numeric__Cổ phiếu quỹ > (19.115.006.409) > -,numeric__Chênh lệch dànhgià lại tài sảntheo giá trị hợp lý > (6.286.385.840) > -,numeric__Chênh lệchtỷ giá hối đoài > 44.775.287.721 > -,numeric__Quỹ dư trữ bổsung vốn điều lệ > 61.252.419.507 > -,numeric__Lợi nhuận chưaphân phối > 3.953.892.022.051 > -,numeric__Lợi ích cổ đôngkhông kiểm soát > 138.841.784.986 > -,numeric__Tổng cộng > 22.383.881.964.660 > 100.000.000.000
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,-,2.294.472.821.558,-,2.294.472.821.558,,,,,,,2294472821558.0,,2294472821558.0
Đánh giá lại tài sản tài chínhAFS,Đánh giá lại tài sản tài chínhAFS,Đánh giá lại tài sản tài chínhAFS,-,-,-,2.493.352.734,-,-,-,-,2.493.352.734,,,,2493352734.0,,,,,2493352734.0
Cổ tức SSI 2022 (10%) theoNghi quyết số 01/2023/NQ-ĐHDCĐ ngày 25/04/2023 củaĐHDCĐ,Cổ tức SSI 2022 (10%) theoNghi quyết số 01/2023/NQ-ĐHDCĐ ngày 25/04/2023 củaĐHDCĐ,Cổ tức SSI 2022 (10%) theoNghi quyết số 01/2023/NQ-ĐHDCĐ ngày 25/04/2023 củaĐHDCĐ,-,-,-,-,-,-,(1.499.138.669.000),-,(1.499.138.669.000),,,,,,,-1499138669000.0,,-1499138669000.0
"Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số01/2023/NQ-ĐHDCĐ ngày25/04/2023 của ĐHDCĐ","Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số01/2023/NQ-ĐHDCĐ ngày25/04/2023 của ĐHDCĐ","Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số01/2023/NQ-ĐHDCĐ ngày25/04/2023 của ĐHDCĐ",-,-,-,-,-,-,(50.979.596.886),-,(50.979.596.886),,,,,,,-50979596886.0,,-50979596886.0
Chênh lệch tỷ giả chuyển đổibảo cáo tài chính công ty conphát sinh trong năm,Chênh lệch tỷ giả chuyển đổibảo cáo tài chính công ty conphát sinh trong năm,Chênh lệch tỷ giả chuyển đổibảo cáo tài chính công ty conphát sinh trong năm,-,-,-,-,10.467.868.074,-,-,-,10.467.868.074,,,,,10467868074.0,,,,10467868074.0
Giám khác,Giám khác,Giám khác,,(12.000.000),-,-,-,-,(293.630.327),-,(305.630.327),,-12000000.0,,,,,-293630327.0,,-305630327.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,-,-,-,-,-,-,(1.691.436.143),1.691.436.143,-,,,,,,,-1691436143.0,1691436143.0,
Số cuối năm,Số cuối năm,Số cuối năm,15.011.301.370.000,3.299.208.472.644,(19.115.006.409),(3.793.033.106),55.243.155.795,61.252.419.507,4.696.261.511.253,140.533.221.129,23.240.892.110.813,15011301370000.0,3299208472644.0,-19115006409.0,-3793033106.0,55243155795.0,61252419507.0,4696261511253.0,140533221129.0,23240892110813.0
