row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Kỳ này/Cuối kỳ,Kỳ trước/Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/Đầu kỳ,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
I. Doanh thu,I. Doanh thu,I. Doanh thu,10.472.079,9.622.531,6.907,1.978,468.113,364.563,-,-,10.947.099,9.989.072,10472079.0,9622531.0,6907.0,1978.0,468113.0,364563.0,,,10947099.0,9989072.0
1. Doanh thu lãi,1. Doanh thu lãi,1. Doanh thu lãi,10.329.794,9.448.549,-,-,12.225,10.279,-,-,10.342.019,9.458.828,10329794.0,9448549.0,,,12225.0,10279.0,,,10342019.0,9458828.0
2. Doanh thu từ hoạt động đầu tư,2. Doanh thu từ hoạt động đầu tư,2. Doanh thu từ hoạt động đầu tư,142.285,173.982,6.907,1.978,-,-,-,-,149.192,175.960,142285.0,173982.0,6907.0,1978.0,,,,,149192.0,175960.0
3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,-,-,-,-,455.888,354.284,-,-,455.888,354.284,,,,,455888.0,354284.0,,,455888.0,354284.0
II. Chi phí,II. Chi phí,II. Chi phí,(7.863.628),(7.346.173),-,-,(215.795),(178.811),(1.716.333),(1.312.134),(9.795.756),(8.837.118),-7863628.0,-7346173.0,,,-215795.0,-178811.0,-1716333.0,-1312134.0,-9795756.0,-8837118.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,(7.828.820),(7.341.600),-,-,-,-,-,-,(7.828.820),(7.341.600),-7828820.0,-7341600.0,,,,,,,-7828820.0,-7341600.0
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,-,-,-,-,-,-,(42.258),(35.882),(42.258),(35.882),,,,,,,-42258.0,-35882.0,-42258.0,-35882.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(34.808),(4.573),-,-,(215.795),(178.811),(1.674.075),(1.276.252),(1.924.678),(1.459.636),-34808.0,-4573.0,,,-215795.0,-178811.0,-1674075.0,-1276252.0,-1924678.0,-1459636.0
Kết quả kinh doanh,Kết quả kinh doanh,Kết quả kinh doanh,2.608.451,2.276.358,6.907,1.978,252.318,185.752,(1.716.333),(1.312.134),1.151.343,1.151.954,2608451.0,2276358.0,6907.0,1978.0,252318.0,185752.0,-1716333.0,-1312134.0,1151343.0,1151954.0
(Chi phí)/Hoàn nhập dự phòng rủi ro,(Chi phí)/Hoàn nhập dự phòng rủi ro,(Chi phí)/Hoàn nhập dự phòng rủi ro,(112.384),(243.589),-,,-,-,-,-,(112.384),(243.589),-112384.0,-243589.0,,,,,,,-112384.0,-243589.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,2.496.067,2.032.769,6.907,1.978,252.318,185.752,(1.716.333),(1.312.134),1.038.959,908.365,2496067.0,2032769.0,6907.0,1978.0,252318.0,185752.0,-1716333.0,-1312134.0,1038959.0,908365.0
