row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bị dụng cụquản lý,Cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bị dụng cụquản lý,numeric__Cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,69.372,205.484,111.526,52.681,439.063,69372.0,205484.0,111526.0,52681.0,439063.0
- Mua sắm trong năm,Nguyên giá > - Mua sắm trong năm,- Mua sắm trong năm,1.652,25.417,6.600,2.875,36.544,1652.0,25417.0,6600.0,2875.0,36544.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(486),(119),(1.038),(1.186),(2.829),-486.0,-119.0,-1038.0,-1186.0,-2829.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,70.538,230.782,117.088,54.370,472.778,70538.0,230782.0,117088.0,54370.0,472778.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,36.536,123.898,59.452,44.703,264.589,36536.0,123898.0,59452.0,44703.0,264589.0
- Khấu hao trong năm,Giá trị hao mòn luỹ kế > - Khấu hao trong năm,- Khấu hao trong năm,2.383,19.318,8.770,3.335,33.806,2383.0,19318.0,8770.0,3335.0,33806.0
"- Thanh lý, nhượng bán","Giá trị hao mòn luỹ kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(486),(118),(1.038),(1.186),(2.828),-486.0,-118.0,-1038.0,-1186.0,-2828.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,38.433,143.098,67.184,46.852,295.567,38433.0,143098.0,67184.0,46852.0,295567.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,32.836,81.586,52.074,7.978,174.474,32836.0,81586.0,52074.0,7978.0,174474.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,32.105,87.684,49.904,7.518,177.211,32105.0,87684.0,49904.0,7518.0,177211.0
