row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Less than one year,Less than one year,Less than one year,"5,857,363,295","2,388,470,931",,
From one to five years,From one to five years,From one to five years,"10,009,896,308","8,967,888,017",,
Over five years,Over five years,Over five years,"6,254,545,455","5,946,117,837",,
TOTAL,TOTAL,TOTAL,"22,121,805,058","17,302,476,785",,
