row_label_raw,row_label_full,Southgate,Subsidiary,Dividend,"256,216,068,493","199,216,068,493",numeric__Subsidiary,numeric__Dividend,"numeric__256,216,068,493","numeric__199,216,068,493"
Nguyen Son,Nguyen Son,Nguyen Son,Subsidiary,Capital redemption,"15,977,690,000","25,977,690,000",,,,
Dong Nai Waterfont,Dong Nai Waterfont,Dong Nai Waterfont,Jointly-controlled entity,Dividend,"6,353,260,180",-,,,,
NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,NLG - NNR - HR Fuji,Subsidiary,Dividend,"5,847,671,233","44,571,780,823",,,,
Nam Long VCD,Nam Long VCD,Nam Long VCD,Subsidiary,Dividend,"5,175,555,555",-,,,,
Mizuki,Mizuki,Mizuki,Jointly-controlled entity,Dividend,"3,600,000,000","3,600,000,000",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,BCC capital redemption,"810,000,000","1,920,000,000",,,,
Anabuki,Anabuki,Anabuki,Jointly-controlled entity,Others,"442,854,825","627,312,825",,,,
Nam Long Service,Nam Long Service,Nam Long Service,Subsidiary,Dividend,"327,800,000","327,800,000",,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Dividend,-,"1,300,000,000",,,,
,,,,,"294,750,900,286","277,540,652,141",,,,
