row_label_raw,row_label_full,NLG - NNR - HRFuji,Subsidiary,Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"333,000,000,000","583,000,000,000",numeric__Subsidiary,numeric__Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"numeric__333,000,000,000","numeric__583,000,000,000"
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Subsidiary,Investment contributionreceived for BCC- Akari ProjectProfit share forAkari Project,"155,920,101,218","133,454,021,559",,,,
Nam Long ADC,Nam Long ADC,Nam Long ADC,Subsidiary,Investment contributionreceived for BCC- Ehome Project,"34,728,474,884","34,728,474,884",,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Others,"138,678,918","138,678,918",,,,
Nam LongMekong,Nam LongMekong,Nam LongMekong,Subsidiary,Loan interest,-,"660,666,665",,,,
,,,,,"523,787,255,020","751,981,842,026",,,,
Short-term loans (Note 21.1),Short-term loans (Note 21.1),Short-term loans (Note 21.1),Short-term loans (Note 21.1),Short-term loans (Note 21.1),Short-term loans (Note 21.1),Short-term loans (Note 21.1),,,,
Nam Phan,Nam Phan,Nam Phan,Subsidiary,Loan,"165,542,091,910",-,,,,
Nam Phat Land,Nam Phat Land,Nam Phat Land,Subsidiary,Loan,"90,000,000,000","100,000,000,000",,,,
Nam Khang,Nam Khang,Nam Khang,Subsidiary,Loan,"65,000,000,000","105,000,000,000",,,,
Nam LongMekong,Nam LongMekong,Nam LongMekong,Subsidiary,Loan,"34,020,552,171","48,020,552,171",,,,
Nam Long Retail,Nam Long Retail,Nam Long Retail,Subsidiary,Loan,"9,000,000,000","15,000,000,000",,,,
Kikyo Valora,Kikyo Valora,Kikyo Valora,Subsidiary,Loan,-,"100,000,000,000",,,,
Nam Long CP,Nam Long CP,Nam Long CP,Subsidiary,Loan,-,"40,000,000,000",,,,
,,,,,"363,562,644,081","408,020,552,171",,,,
