row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Less than one year,Less than one year,Less than one year,"9,764,608,984","9,664,571,793",,
From one to five years,From one to five years,From one to five years,"1,521,028,885","1,986,745,515",,
TOTAL,TOTAL,TOTAL,"11,285,637,869","11,651,317,308",,
