row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Investment contributions received for BCCs (*),Investment contributions received for BCCs (*),Investment contributions received for BCCs (*),"333,000,000,000","583,000,000,000",,
Profit shared to BCC partners,Profit shared to BCC partners,Profit shared to BCC partners,"190,787,255,020","168,321,175,361",,
Maintenance funds,Maintenance funds,Maintenance funds,"145,923,901,099","108,739,139,128",,
Dividend payables,Dividend payables,Dividend payables,"1,474,261,728","1,450,871,461",,
Others,Others,Others,"35,920,742,439","17,304,253,728",,
TOTAL,TOTAL,TOTAL,"707,106,160,286","878,815,439,678",,
In which:,In which:,In which:,In which:,In which:,,
Other payables to related parties (Note 31),Other payables to related parties (Note 31),Other payables to related parties (Note 31),"523,787,255,020","751,981,842,026",,
Other payables to other parties,Other payables to other parties,Other payables to other parties,"183,318,905,266","126,833,597,652",,
